"","Name","date","agg_confirmed","agg_death","agg_active","agg_recover","incident_rate","testing_rate","hospitalization_rate","confirmed","death","Recovered","Active"
"5119","MAINE","2020-05-03",27840,1019,16840,9981,100.936451772819,1765.83424616229,15.4430379746835,1185,57,706,422
"5120","MARYLAND","2020-05-03",408476,16840,329239,62397,428.412667298747,2234.33476322637,19.8374047600346,25462,1281,1666,22515
"5121","MASSACHUSETTS","2020-05-03",1403213,54189,964751,384273,991.976423459287,4584.15576741185,9.55689044898439,70723,4004,2636,64083
"5122","MICHIGAN","2020-05-03",1029137,76677,649566,302894,549.762471635477,2667.56735283741,0,46047,4258,17700,24089
"5123","MINNESOTA","2020-05-03",88191,5040,58046,25105,134.702774476867,1670.53274209402,17.9948971934564,6663,418,3015,3230
"5124","MISSISSIPPI","2020-05-03",137703,4934,94280,38489,260.775917154082,2680.05109135585,17.1920529801325,7550,303,3413,3834
"5125","MISSOURI","2020-05-03",184787,7956,135524,41307,147.078500120148,1416.10415710947,0,8712,484,-9,8237
"5126","MONTANA","2020-05-03",13953,341,7675,5937,52.5412044291658,1732.93594476591,13.4065934065934,455,16,404,35
"5127","NEBRASKA","2020-05-03",60521,1055,53716,5750,371.146916746652,2049.60164482138,0,5661,78,0,5583
"5128","NEVADA","2020-05-03",120004,4802,86878,28324,181.390441267386,1500.6147451998,0,5472,258,182,5032
"5129","NEW HAMPSHIRE","2020-05-03",45344,1237,30971,13136,189.587305029259,2137.78886087996,11.0007942811755,2518,86,1107,1325
"5130","NEW JERSEY","2020-05-03",2650797,159138,1936177,555482,1426.94538171329,3096.82634575482,0,126744,9456,14057,103231
"5131","NEW MEXICO","2020-05-03",61521,1853,47218,12450,230.879988581935,4494.30386085313,15.2467532467532,3850,151,812,2887
"5132","NEW YORK","2020-05-03",7645532,552809,5108232,1984491,1876.6059596021,5847.27796797644,21.7233696253338,316415,25484,58174,232757
"5133","NORTH CAROLINA","2020-05-03",225521,6432,168513,50576,118.67461527797,1450.260262405,0,12167,434,397,11336
"5134","NORTH DAKOTA","2020-05-03",18993,367,13523,5103,196.399183401548,5500.00164902757,7.55667506297229,1191,25,517,649
"5135","OHIO","2020-05-03",357258,15818,282652,58788,178.21952306544,1343.90443409887,18.92638344883,19914,1039,0,18875
"5136","OKLAHOMA","2020-05-03",82398,4497,50855,27046,108.59479105892,1743.64083448481,18.705941591138,3972,238,2635,1099
"5137","OREGON","2020-05-03",62594,2257,43505,16832,66.8817196787481,1548.61128094964,22.3134328358209,2680,109,860,1711
"5138","PENNSYLVANIA","2020-05-03",997013,38070,788799,170144,406.951437605109,1911.74623517289,0,51225,2720,0,48505
"5139","RHODE ISLAND","2020-05-03",148700,4330,126877,17493,894.595893184665,6789.65904918154,10.6890366149625,9477,320,565,8592
"5140","SOUTH CAROLINA","2020-05-03",138569,4176,90030,44363,131.468906095764,1273.57774592136,16.7521883489285,6626,275,3622,2729
"5141","SOUTH DAKOTA","2020-05-03",44676,296,33381,10999,357.525289036978,2502.67702325885,7.48764728240213,2631,21,1799,811
"5142","TENNESSEE","2020-05-03",242150,4374,159944,77832,200.718088497225,3116.66736989844,8.61349320786218,13177,210,5814,7153
"5143","TEXAS","2020-05-03",602455,16593,419036,166826,139.215188839152,1699.22758150569,0,31998,948,15474,15576
"5144","UTAH","2020-05-03",102303,870,70097,31336,180.572682336537,4260.5382915277,8.42512077294686,5175,50,2238,2887
"5145","VERMONT","2020-05-03",25666,1227,17167,7272,146.906849265711,2776.65409414813,0,897,53,0,844
"5146","VIRGINIA","2020-05-03",284071,9063,226241,48767,236.138318981489,1365.86389924158,20.9404455869752,18672,660,2497,15515
"5147","WASHINGTON","2020-05-03",415577,21479,264915,129183,201.141732664159,2746.11118256636,0,15185,834,0,14351
"5148","WEST VIRGINIA","2020-05-03",25369,633,17577,7159,90.3251554424119,3903.10491777009,0,1195,48,611,536
"5149","WISCONSIN","2020-05-03",151150,6498,95579,49073,153.906478430772,1661.2198383209,20.190858864892,7964,339,3723,3902
"5150","WYOMING","2020-05-03",12273,98,7734,4441,117.85053495294,2055.14439707184,10.2389078498294,586,7,391,188
"5151","ALABAMA","2020-05-04",160754,5219,127770,27765,173.004440063409,2199.17392086028,13.1163708086785,8112,298,0,7814
"5152","ALASKA","2020-05-04",10438,279,6085,4074,61.8988906715026,3634.13405961365,0,370,9,263,98
"5153","ARIZONA","2020-05-04",169468,6410,123031,40027,122.604024857678,1171.26411151855,15.2061855670103,8924,362,1632,6930
"5154","ARKANSAS","2020-05-04",70035,1324,46078,22633,134.838300257201,2102.79769195145,12.5465482669722,3491,80,2016,1395
"5155","CALIFORNIA","2020-05-04",1124291,39626,862821,221844,142.52988245952,1907.42239844198,0,55884,2278,0,53606
"5156","COLORADO","2020-05-04",348564,15395,245668,87501,298.545231684899,1466.25625373557,16.5445088071876,16918,851,2650,13417
"5157","CONNECTICUT","2020-05-04",598103,39794,451900,106409,840.689683607519,2874.74753084394,25.8832949654689,29973,2556,4346,23071
"5158","DELAWARE","2020-05-04",89762,2559,68694,18509,543.047391359713,2475.95926733788,0,5288,182,1716,3390
"5159","FLORIDA","2020-05-04",845115,25294,745797,74024,173.775183319466,2092.39506445888,17.1531560831504,36897,1399,0,35498
"5160","GEORGIA","2020-05-04",600869,23312,471312,106245,290.461174549601,1808.04708920938,18.7633696648671,29451,1246,0,28205
"5161","HAWAII","2020-05-04",18757,335,10414,8008,43.8625611497783,2392.02817374942,11.7552334943639,621,17,544,60
"5162","IDAHO","2020-05-04",54909,1331,33786,19792,130.767086185196,1850.79512721849,9.49667616334283,2106,64,1267,775
"5163","ILLINOIS","2020-05-04",1075243,43133,863866,168244,543.446538509617,2838.75980314006,0,63777,2659,0,61118
"5164","INDIANA","2020-05-04",378198,19407,296665,62126,313.371314215753,1731.31271208378,0,20507,1264,-113,19356
"5165","IOWA","2020-05-04",121788,2691,90206,28891,370.242754548094,2181.1239918297,0,9703,188,3486,6029
"5166","KANSAS","2020-05-04",78635,2860,62909,12866,220.751547680366,1583.07114900709,10.2730819245774,5383,156,291,4936
"5167","KENTUCKY","2020-05-04",97101,4895,68705,23501,153.214600051471,1706.21765002981,28.9609151572927,5245,261,1892,3092
"5168","LOUISIANA","2020-05-04",770857,41991,460385,268481,645.44883850532,3935.62173691929,0,29673,2064,20316,7293
"5169","MAINE","2020-05-04",29045,1076,17268,10701,102.640020579111,1767.53781496858,15.4356846473029,1205,57,720,428
"5170","MARYLAND","2020-05-04",434884,18157,352635,64092,444.329656665828,2305.01898344953,19.687215995153,26408,1317,1695,23396
"5171","MASSACHUSETTS","2020-05-04",1475818,58279,1029748,387791,1006.54567197162,4724.34107659753,9.58501599432599,72605,4090,3518,64997
"5172","MICHIGAN","2020-05-04",1075485,81022,673758,320705,552.134680195535,2788.82611949731,0,46348,4345,17811,24192
"5173","MINNESOTA","2020-05-04",95425,5467,60641,29317,146.246416113711,1737.42925728897,17.569809234172,7234,427,4212,2595
"5174","MISSISSIPPI","2020-05-04",145580,5244,97426,42910,272.070450254662,2752.03215246169,16.7068680969912,7877,310,4421,3146
"5175","MISSOURI","2020-05-04",193785,8451,144084,41250,152.676289402975,1560.74215763375,0,8998,495,-57,8560
"5176","MONTANA","2020-05-04",14410,357,7712,6341,52.772154778305,1742.28943390605,13.5667396061269,457,16,404,37
"5177","NEBRASKA","2020-05-04",66558,1133,59675,5750,395.798257622247,2212.98234019899,0,6037,78,0,5959
"5178","NEVADA","2020-05-04",125634,5067,92058,28509,186.62795766363,1530.34925284177,0,5630,265,185,5180
"5179","NEW HAMPSHIRE","2020-05-04",47932,1323,32456,14153,194.857801991947,2023.11790553462,11.0510046367852,2588,86,1017,1485
"5180","NEW JERSEY","2020-05-04",2779066,168657,2040894,569515,1444.11457084345,3121.07712174588,0,128269,9519,14033,104717
"5181","NEW MEXICO","2020-05-04",65552,2009,50261,13282,241.734346486696,4676.18931679313,14.5621433887373,4031,156,832,3043
"5182","NEW YORK","2020-05-04",7964485,578646,5343236,2042603,1891.65842527367,5974.19196045317,21.7370584380771,318953,25837,58112,235004
"5183","NORTH CAROLINA","2020-05-04",238004,6874,180042,51088,120.701259090279,1476.51588671969,0,12483,442,512,11529
"5184","NORTH DAKOTA","2020-05-04",20218,392,14183,5643,202.005877134254,5731.03041136642,7.6734693877551,1225,25,540,660
"5185","OHIO","2020-05-04",377732,16875,302069,58788,183.231220008126,1388.55328418291,18.6040832275081,20474,1057,0,19417
"5186","OKLAHOMA","2020-05-04",86442,4735,51979,29728,110.56327669745,1745.60932012334,18.620178041543,4044,238,2682,1124
"5187","OREGON","2020-05-04",65353,2366,45295,17692,68.8532330573381,1583.62436031878,22.0369699166365,2759,109,860,1790
"5188","PENNSYLVANIA","2020-05-04",1049829,40908,838777,170144,419.590963954152,1951.06302706567,0,52816,2838,0,49978
"5189","RHODE ISLAND","2020-05-04",158352,4671,135587,18094,911.115285535337,6998.18097891087,10.9925404061334,9652,341,601,8710
"5190","SOUTH CAROLINA","2020-05-04",145326,4459,92882,47985,134.068125337923,1273.57774592136,16.4274086132899,6757,283,3622,2852
"5191","SOUTH DAKOTA","2020-05-04",47344,317,34198,12829,362.553200741413,2542.90031689433,7.90854572713643,2668,21,1830,817
"5192","TENNESSEE","2020-05-04",255721,4593,167215,83913,206.719676633213,3220.79644730354,8.42237123277577,13571,219,6081,7271
"5193","TEXAS","2020-05-04",635238,17565,434828,182845,142.630524898866,1772.48545229992,0,32783,972,16019,15792
"5194","UTAH","2020-05-04",107620,920,73022,33678,185.527526953308,4349.83017444542,8.29415083693812,5317,50,2342,2925
"5195","VERMONT","2020-05-04",26568,1279,18017,7272,147.72572802416,2838.56132828686,0,902,52,0,850
"5196","VIRGINIA","2020-05-04",303564,9747,242503,51314,246.52122171734,1420.13069051994,20.5714872005335,19493,684,2547,16262
"5197","WASHINGTON","2020-05-04",431039,22320,279536,129183,204.810896967615,2808.23530019526,0,15462,841,0,14621
"5198","WEST VIRGINIA","2020-05-04",26593,681,18142,7770,92.5171466623532,4024.11795029169,0,1224,48,611,565
"5199","WISCONSIN","2020-05-04",159386,6838,99502,53046,159.162952832225,1714.20973835319,19.6818844099077,8236,340,3973,3923
"5200","WYOMING","2020-05-04",12869,105,7932,4832,119.861636232001,2102.40527712976,10.0671140939597,596,7,391,198
"5201","ALABAMA","2020-05-05",169191,5534,135892,27765,179.935707694155,2276.99606112056,13.1207775275572,8437,315,0,8122
"5202","ALASKA","2020-05-05",10809,288,6170,4351,62.0661849706148,3796.24223545334,0,371,9,277,85
"5203","ARIZONA","2020-05-05",178773,6805,130270,41698,127.838463839163,1212.57633728582,15.0134336378291,9305,395,1671,7239
"5204","ARKANSAS","2020-05-05",73560,1407,47479,24674,136.151534920262,2110.25222989177,12.8510638297872,3525,83,2041,1401
"5205","CALIFORNIA","2020-05-05",1182747,42007,918896,221844,149.08966446664,1989.10851746376,0,58456,2381,0,56075
"5206","COLORADO","2020-05-05",365931,16298,259389,90244,306.468556488453,1500.03185211864,16.3413370184833,17367,903,2743,13721
"5207","CONNECTICUT","2020-05-05",628724,42427,475542,110755,858.864938502847,3047.24416295238,25.335554031547,30621,2633,4346,23642
"5208","DELAWARE","2020-05-05",95133,2746,72031,20356,551.571017207455,2534.49501111152,0,5371,187,1847,3337
"5209","FLORIDA","2020-05-05",882554,26765,781765,74024,176.327861026574,2193.28235073924,17.4844413579423,37439,1471,0,35968
"5210","GEORGIA","2020-05-05",630867,24611,500011,106245,295.855974810326,1981.21327381235,18.7812520834722,29998,1299,0,28699
"5211","HAWAII","2020-05-05",19382,352,10474,8556,44.145089724012,2401.42224884269,11.68,625,17,548,60
"5212","IDAHO","2020-05-05",57036,1396,34490,21150,132.071031489037,1881.90353661013,9.44992947813822,2127,65,1358,704
"5213","ILLINOIS","2020-05-05",1141132,45967,926921,168244,561.442980633459,2950.71778281106,0,65889,2834,0,63055
"5214","INDIANA","2020-05-05",399231,20733,316487,62011,321.409218895983,1770.08108503767,0,21033,1326,-115,19822
"5215","IOWA","2020-05-05",131899,2898,96538,32463,385.811036920105,2311.1649387018,0,10111,207,3572,6332
"5216","KANSAS","2020-05-05",84283,3021,68100,13162,231.618937636765,1644.13357785644,10.0212464589235,5648,161,296,5191
"5217","KENTUCKY","2020-05-05",102923,5170,72360,25393,170.069666634826,1754.06617526991,26.2624527653727,5822,275,1892,3655
"5218","LOUISIANA","2020-05-05",800853,44106,467950,288797,652.474753473042,4094.41176560156,0,29996,2115,20316,7565
"5219","MAINE","2020-05-05",30271,1137,17692,11442,104.428767825718,1769.32656221518,15.252854812398,1226,61,741,424
"5220","MARYLAND","2020-05-05",462001,19547,376552,65902,456.258985906061,2357.31285549275,19.6813806837039,27117,1390,1810,23917
"5221","MASSACHUSETTS","2020-05-05",1550161,62491,1095807,391863,1023.79566221022,4856.64442233804,9.72093751334121,74343,4212,4072,66059
"5222","MICHIGAN","2020-05-05",1122399,85413,698367,338619,557.92086086319,2796.89664914872,0,46914,4391,17914,24609
"5223","MINNESOTA","2020-05-05",103276,5922,63423,33931,158.720018372787,1779.23705221891,17.1952617500955,7851,455,4614,2782
"5224","MISSISSIPPI","2020-05-05",153787,5586,100870,47331,283.468602924973,2773.82680196159,16.4737419276228,8207,342,4421,3444
"5225","MISSOURI","2020-05-05",202980,8975,152796,41209,155.662914782533,1622.43730476003,0,9195,524,-41,8712
"5226","MONTANA","2020-05-05",14866,373,7742,6751,52.6566796037354,1763.53686602686,13.5964912280702,456,16,410,30
"5227","NEBRASKA","2020-05-05",72931,1211,65970,5750,417.82711542597,2269.03791586025,0,6373,78,0,6295
"5228","NEVADA","2020-05-05",131294,5337,97248,28709,187.622422802157,1587.29895644143,0,5660,270,200,5190
"5229","NEW HAMPSHIRE","2020-05-05",50568,1415,33981,15172,198.471857052076,2023.11790553462,10.8497723823976,2636,92,1019,1525
"5230","NEW JERSEY","2020-05-05",2909659,178520,2147601,583538,1470.27928922935,3238.19913782524,0,130593,9863,14023,106707
"5231","NEW MEXICO","2020-05-05",69690,2171,53395,14124,248.151011104428,4900.65264075733,16.1188980183664,4138,162,842,3134
"5232","NEW YORK","2020-05-05",8285677,604765,5580354,2100558,1904.93757052137,6102.23281206214,21.7524097735934,321192,26119,57955,237118
"5233","NORTH CAROLINA","2020-05-05",250932,7346,192080,51506,126.135891004878,1530.56980451962,0,12928,472,418,12038
"5234","NORTH DAKOTA","2020-05-05",21484,417,14865,6202,208.76689016487,6005.92330702585,7.50394944707741,1266,25,559,682
"5235","OHIO","2020-05-05",398701,18010,321903,58788,187.661202127107,1438.49126443324,18.8659449663789,20969,1135,0,19834
"5236","OKLAHOMA","2020-05-05",90569,4982,53029,32558,112.832503197422,2171.26699937719,18.7303125757209,4127,247,2830,1050
"5237","OREGON","2020-05-05",68192,2479,47161,18552,70.8497023014798,1632.71254785911,21.9091229306094,2839,113,860,1866
"5238","PENNSYLVANIA","2020-05-05",1103693,44087,889462,170144,427.916685898714,1993.10474512923,0,53864,3179,0,50685
"5239","RHODE ISLAND","2020-05-05",168285,5026,144526,18733,937.64070982413,7215.19859613484,10.9936575052854,9933,355,639,8939
"5240","SOUTH CAROLINA","2020-05-05",152167,4755,95805,51607,135.734800271827,1344.66936839964,16.2256979973688,6841,296,3622,2923
"5241","SOUTH DAKOTA","2020-05-05",50065,341,35000,14724,369.755344534252,2584.89017410163,8.08526277104006,2721,24,1895,802
"5242","TENNESSEE","2020-05-05",269411,4819,174323,90269,208.532339039767,3333.80604725504,8.44411979547115,13690,226,6356,7108
"5243","TEXAS","2020-05-05",669150,18560,451024,199566,147.542517779652,1858.6824434019,0,33912,995,16721,16196
"5244","UTAH","2020-05-05",113069,976,76028,36065,190.133438850588,4421.50095502885,8.36850798311617,5449,56,2387,3006
"5245","VERMONT","2020-05-05",27475,1331,18872,7272,148.544606782609,2869.02361810115,0,907,52,0,855
"5246","VIRGINIA","2020-05-05",323821,10460,259430,53931,256.183265188947,1438.02570558843,20.3040924124994,20257,713,2617,16927
"5247","WASHINGTON","2020-05-05",446633,23182,294268,129183,206.559379595976,2865.39213762996,0,15594,862,0,14732
"5248","WEST VIRGINIA","2020-05-05",27839,729,18710,8400,94.1800365533432,4143.84602244297,0,1246,48,630,568
"5249","WISCONSIN","2020-05-05",167952,7191,103584,57177,165.540293098694,1788.22553599129,19.4139621760448,8566,353,4131,4082
"5250","WYOMING","2020-05-05",13473,112,8124,5237,121.470517255249,2195.11704609444,9.93377483443709,604,7,405,192
"5251","ALABAMA","2020-05-06",177882,5877,135892,27765,179.935707694155,2276.99606112056,13.1207775275572,8691,343,0,8122
"5252","ALASKA","2020-05-06",11181,298,6170,4351,62.0661849706148,3796.24223545334,0,372,10,277,85
"5253","ARIZONA","2020-05-06",188480,7231,130270,41698,127.838463839163,1212.57633728582,15.0134336378291,9707,426,1671,7239
"5254","ARKANSAS","2020-05-06",77171,1494,47479,24674,136.151534920262,2110.25222989177,12.8510638297872,3611,87,2041,1401
"5255","CALIFORNIA","2020-05-06",1243363,44471,918896,221844,149.08966446664,1989.10851746376,0,60616,2464,0,56075
"5256","COLORADO","2020-05-06",383763,17217,259389,90244,306.468556488453,1500.03185211864,16.3413370184833,17832,919,2743,13721
"5257","CONNECTICUT","2020-05-06",659719,45145,475542,110755,858.864938502847,3047.24416295238,25.335554031547,30995,2718,4346,23642
"5258","DELAWARE","2020-05-06",100911,2939,72031,20356,551.571017207455,2534.49501111152,0,5778,193,1847,3337
"5259","FLORIDA","2020-05-06",920556,28304,781765,74024,176.327861026574,2193.28235073924,17.4844413579423,38002,1539,0,35968
"5260","GEORGIA","2020-05-06",661610,25938,500011,106245,295.855974810326,1981.21327381235,18.7812520834722,30743,1327,0,28699
"5261","HAWAII","2020-05-06",20008,369,10474,8556,44.145089724012,2401.42224884269,11.68,626,17,548,60
"5262","IDAHO","2020-05-06",59194,1462,34490,21150,132.071031489037,1881.90353661013,9.44992947813822,2158,66,1358,704
"5263","ILLINOIS","2020-05-06",1209364,48941,926921,168244,561.442980633459,2950.71778281106,0,68232,2974,0,63055
"5264","INDIANA","2020-05-06",421101,22110,316487,62011,321.409218895983,1770.08108503767,0,21870,1377,-115,19822
"5265","IOWA","2020-05-06",142303,3117,96538,32463,385.811036920105,2311.1649387018,0,10404,219,3572,6332
"5266","KANSAS","2020-05-06",90276,3185,68100,13162,231.618937636765,1644.13357785644,10.0212464589235,5993,164,296,5191
"5267","KENTUCKY","2020-05-06",108857,5453,72360,25393,170.069666634826,1754.06617526991,26.2624527653727,5934,283,1892,3655
"5268","LOUISIANA","2020-05-06",831252,46273,467950,288797,652.474753473042,4094.41176560156,0,30399,2167,20316,7565
"5269","MAINE","2020-05-06",31525,1199,17692,11442,104.428767825718,1769.32656221518,15.252854812398,1254,62,741,424
"5270","MARYLAND","2020-05-06",490164,20984,376552,65902,456.258985906061,2357.31285549275,19.6813806837039,28163,1437,1810,23917
"5271","MASSACHUSETTS","2020-05-06",1626209,66911,1095807,391863,1023.79566221022,4856.64442233804,9.72093751334121,76048,4420,4072,66059
"5272","MICHIGAN","2020-05-06",1170137,89878,698367,338619,557.92086086319,2796.89664914872,0,47738,4465,17914,24609
"5273","MINNESOTA","2020-05-06",111855,6407,63423,33931,158.720018372787,1779.23705221891,17.1952617500955,8579,485,4614,2782
"5274","MISSISSIPPI","2020-05-06",162211,5960,100870,47331,283.468602924973,2773.82680196159,16.4737419276228,8424,374,4421,3444
"5275","MISSOURI","2020-05-06",212427,9514,152796,41209,155.662914782533,1622.43730476003,0,9447,539,-41,8712
"5276","MONTANA","2020-05-06",15322,389,7742,6751,52.6566796037354,1763.53686602686,13.5964912280702,456,16,410,30
"5277","NEBRASKA","2020-05-06",79620,1289,65970,5750,417.82711542597,2269.03791586025,0,6689,78,0,6295
"5278","NEVADA","2020-05-06",137035,5626,97248,28709,187.622422802157,1587.29895644143,0,5741,289,200,5190
"5279","NEW HAMPSHIRE","2020-05-06",53309,1507,33981,15172,198.471857052076,2023.11790553462,10.8497723823976,2741,92,1019,1525
"5280","NEW JERSEY","2020-05-06",3041549,188707,2147601,583538,1470.27928922935,3238.19913782524,0,131890,10187,14023,106707
"5281","NEW MEXICO","2020-05-06",73981,2340,53395,14124,248.151011104428,4900.65264075733,16.1188980183664,4291,169,842,3134
"5282","NEW YORK","2020-05-06",8609655,631454,5580354,2100558,1904.93757052137,6102.23281206214,21.7524097735934,323978,26689,57955,237118
"5283","NORTH CAROLINA","2020-05-06",264473,7838,192080,51506,126.135891004878,1530.56980451962,0,13541,492,418,12038
"5284","NORTH DAKOTA","2020-05-06",22807,448,14865,6202,208.76689016487,6005.92330702585,7.50394944707741,1323,31,559,682
"5285","OHIO","2020-05-06",420277,19235,321903,58788,187.661202127107,1438.49126443324,18.8659449663789,21576,1225,0,19834
"5286","OKLAHOMA","2020-05-06",94771,5235,53029,32558,112.832503197422,2171.26699937719,18.7303125757209,4202,253,2830,1050
"5287","OREGON","2020-05-06",71108,2594,47161,18552,70.8497023014798,1632.71254785911,21.9091229306094,2916,115,860,1866
"5288","PENNSYLVANIA","2020-05-06",1158493,47432,889462,170144,427.916685898714,1993.10474512923,0,54800,3345,0,50685
"5289","RHODE ISLAND","2020-05-06",178490,5396,144526,18733,937.64070982413,7215.19859613484,10.9936575052854,10205,370,639,8939
"5290","SOUTH CAROLINA","2020-05-06",159103,5060,95805,51607,135.734800271827,1344.66936839964,16.2256979973688,6936,305,3622,2923
"5291","SOUTH DAKOTA","2020-05-06",52845,370,35000,14724,369.755344534252,2584.89017410163,8.08526277104006,2780,29,1895,802
"5292","TENNESSEE","2020-05-06",283349,5058,174323,90269,208.532339039767,3333.80604725504,8.44411979547115,13938,239,6356,7108
"5293","TEXAS","2020-05-06",704078,19585,451024,199566,147.542517779652,1858.6824434019,0,34928,1025,16721,16196
"5294","UTAH","2020-05-06",118664,1034,76028,36065,190.133438850588,4421.50095502885,8.36850798311617,5595,58,2387,3006
"5295","VERMONT","2020-05-06",28383,1383,18872,7272,148.544606782609,2869.02361810115,0,908,52,0,855
"5296","VIRGINIA","2020-05-06",344806,11197,259430,53931,256.183265188947,1438.02570558843,20.3040924124994,20985,737,2617,16927
"5297","WASHINGTON","2020-05-06",462538,24052,294268,129183,206.559379595976,2865.39213762996,0,15905,870,0,14732
"5298","WEST VIRGINIA","2020-05-06",29081,779,18710,8400,94.1800365533432,4143.84602244297,0,1242,50,630,568
"5299","WISCONSIN","2020-05-06",176853,7553,103584,57177,165.540293098694,1788.22553599129,19.4139621760448,8901,362,4131,4082
"5300","WYOMING","2020-05-06",14104,119,8124,5237,121.470517255249,2195.11704609444,9.93377483443709,631,7,405,192
"5301","ALABAMA","2020-05-07",186928,6246,144569,36113,192.923836885306,2456.29195949495,13.02233031174,9046,369,0,8677
"5302","ALASKA","2020-05-07",11555,308,6243,5004,62.5680678679513,4072.11053468931,0,374,10,291,73
"5303","ARIZONA","2020-05-07",198425,7681,138043,52701,136.631222233259,1526.17556088525,14.5701357466063,9945,450,1722,7773
"5304","ARKANSAS","2020-05-07",80874,1581,48972,30321,143.026704626873,2317.27981206839,12.476370510397,3703,87,2123,1493
"5305","CALIFORNIA","2020-05-07",1305511,47006,978509,279996,158.505961189147,2149.71605733637,0,62148,2535,0,59613
"5306","COLORADO","2020-05-07",402133,18161,273946,110026,324.168099423785,1611.96425574657,16.254763200871,18370,944,2869,14557
"5307","CONNECTICUT","2020-05-07",691503,47942,499116,144445,891.485033322703,3258.47540464484,29.5400201359174,31784,2797,5413,23574
"5308","DELAWARE","2020-05-07",106850,3141,75658,28051,609.901372406456,2806.22409536602,0,5939,202,2110,3627
"5309","FLORIDA","2020-05-07",959384,29904,818993,110487,182.869686368221,2321.66508435187,18.0024724425672,38828,1600,0,37228
"5310","GEORGIA","2020-05-07",693228,27293,530274,135661,311.833262602604,2143.1559068674,18.4546777152255,31618,1355,0,30263
"5311","HAWAII","2020-05-07",20637,386,10528,9723,44.4276182982456,2510.33701420977,11.7647058823529,629,17,558,54
"5312","IDAHO","2020-05-07",61372,1529,35202,24641,135.237755798365,1918.04144931658,9.41230486685032,2178,67,1399,712
"5313","ILLINOIS","2020-05-07",1280235,52052,994681,233502,603.894815226728,3229.84157762674,0,70871,3111,0,67760
"5314","INDIANA","2020-05-07",443604,23524,337576,82504,343.872564675334,1906.81715172722,0,22503,1414,0,21089
"5315","IOWA","2020-05-07",153362,3348,103100,46914,421.984398902131,2534.69189491562,0,11059,231,4266,6562
"5316","KANSAS","2020-05-07",96608,3350,73944,19314,259.669106429886,1838.10623632349,9.27037271004422,6332,165,323,5844
"5317","KENTUCKY","2020-05-07",114986,5747,76070,33169,179.03761367311,2296.20340355499,26.3664545602872,6129,294,2125,3710
"5318","LOUISIANA","2020-05-07",861904,48481,476078,337345,666.744103995723,4367.09557376058,0,30652,2208,20316,8128
"5319","MAINE","2020-05-07",32855,1261,18173,13421,113.287325618438,1995.04942904891,14.4360902255639,1330,62,787,481
"5320","MARYLAND","2020-05-07",519538,22487,402394,94657,494.234297746972,2500.27972510383,19.2789541771635,29374,1503,2029,25842
"5321","MASSACHUSETTS","2020-05-07",1703942,71463,1164976,467503,1074.05956957778,5123.01399288904,9.81674149835189,77733,4552,4012,69169
"5322","MICHIGAN","2020-05-07",1218549,94434,724108,400007,574.162331110361,3100.96609134961,0,48412,4556,18115,25741
"5323","MINNESOTA","2020-05-07",121220,6915,66972,47333,189.3278527654,1969.5150821418,15.5792845702082,9365,508,5308,3549
"5324","MISSISSIPPI","2020-05-07",170897,6356,104739,59802,300.013194225212,2790.37139326183,16.6014275846189,8686,396,4421,3869
"5325","MISSOURI","2020-05-07",222110,10076,161928,50106,163.513472923084,1768.45768617428,0,9683,562,-11,9132
"5326","MONTANA","2020-05-07",15778,405,7765,7608,52.6566796037354,2338.02585951059,13.5964912280702,456,16,417,23
"5327","NEBRASKA","2020-05-07",86954,1380,73213,12361,480.832271227689,2475.49289569336,0,7334,91,0,7243
"5328","NEVADA","2020-05-07",142890,5923,102601,34366,194.086446202585,1702.42487064495,0,5855,297,205,5353
"5329","NEW HAMPSHIRE","2020-05-07",56152,1621,35600,18931,214.057469498881,2168.88479295982,10.7984523390784,2843,114,1110,1619
"5330","NEW JERSEY","2020-05-07",3175540,199167,2257143,719230,1508.53562015674,3294.88560816645,0,133991,10460,13989,109542
"5331","NEW MEXICO","2020-05-07",78474,2512,56643,19319,269.439945116528,5138.36907575442,15.2904518139328,4493,172,1073,3248
"5332","NEW YORK","2020-05-07",8937124,658370,5826132,2452622,1942.16543774771,6464.11472612134,21.7278582094794,327469,26916,54775,245778
"5333","NORTH CAROLINA","2020-05-07",278524,8351,205107,65066,136.521180192329,1727.46682126968,0,14051,513,511,13027
"5334","NORTH DAKOTA","2020-05-07",24178,479,15604,8095,226.08167963352,6739.08096395556,7.4398249452954,1371,31,601,739
"5335","OHIO","2020-05-07",442408,20506,342763,79139,198.060473283181,1575.63277148631,18.7067913786092,22131,1271,0,20860
"5336","OKLAHOMA","2020-05-07",99101,5495,54114,39492,118.382539094945,2375.49738437471,18.5912240184757,4330,260,2985,1085
"5337","OREGON","2020-05-07",74097,2715,48904,22478,74.5930821342456,1758.34037504673,21.5791234526598,2989,121,1125,1743
"5338","PENNSYLVANIA","2020-05-07",1214449,51021,941829,221599,444.536352223162,2087.69066638109,0,55956,3589,0,52367
"5339","RHODE ISLAND","2020-05-07",189020,5784,153972,29264,993.99543687185,7770.53336870057,10.9496676163343,10530,388,696,9446
"5340","SOUTH CAROLINA","2020-05-07",166245,5376,98815,62054,141.707052118314,1537.34889557984,16.1299355922711,7142,316,3816,3010
"5341","SOUTH DAKOTA","2020-05-07",55751,401,35847,19503,394.894903056427,2733.28151413523,8.12112869924295,2906,31,2028,847
