"","Name","date","agg_confirmed","agg_death","agg_active","agg_recover","incident_rate","testing_rate","hospitalization_rate","confirmed","death","Recovered","Active"
"6803","ARIZONA","2020-06-06",689736,30788,488189,170759,349.663271700219,3732.05882300411,13.0446740796039,25451,1043,5399,19009
"6804","ARKANSAS","2020-06-06",256067,5036,94907,156124,301.576908241887,5194.40626362746,9.20777936490495,9101,154,6266,2681
"6805","CALIFORNIA","2020-06-06",4100550,155532,3664435,280583,325.451190129191,5841.9897053122,0,128606,4607,13,123986
"6806","COLORADO","2020-06-06",1108366,56645,835290,216431,483.335231898111,3616.7138066409,16.0666810375799,27834,1527,4055,22252
"6807","CONNECTICUT","2020-06-06",1864312,155074,1366548,342690,1229.01746759798,8289.62717447431,22.0662741339176,43818,4055,7284,32479
"6808","DELAWARE","2020-06-06",356759,12529,190493,153737,1011.02525868691,6945.72812303597,0,9845,390,5696,3759
"6809","FLORIDA","2020-06-06",2455685,95044,2250154,110487,292.200244373977,5466.98658243185,17.7873737212786,62758,2688,0,60070
"6810","GEORGIA","2020-06-06",1941102,81069,1724372,135661,483.723781184945,4924.51887807427,16.8655931774373,51359,2178,0,49181
"6811","HAWAII","2020-06-06",39968,896,11809,27263,47.5325453148307,3761.4275866745,12.332838038633,673,17,614,42
"6812","IDAHO","2020-06-06",139187,3831,55366,79990,175.65113747961,3091.04593285639,8.18732080280344,3139,83,2408,648
"6813","ILLINOIS","2020-06-06",4398121,191319,3973300,233502,1001.35568518526,8065.72315060322,0,126890,5864,0,121026
"6814","INDIANA","2020-06-06",1353549,80565,1027994,244990,549.551344066496,4419.49378057963,16.4634970403006,36997,2292,24729,9976
"6815","IOWA","2020-06-06",649832,16166,322728,310938,680.745593600142,5854.51352901837,0,21478,599,12715,8164
"6816","KANSAS","2020-06-06",357951,9454,314669,33828,355.643092368348,3901.15861180772,8.8504970562687,10361,233,612,9516
"6817","KENTUCKY","2020-06-06",370873,17180,233349,120344,252.637111086689,5574.75894050437,20.9178701160627,11287,470,3344,7473
"6818","LOUISIANA","2020-06-06",1960478,126967,701951,1131560,913.914447488962,9208.17313049363,0,42486,2925,31728,7833
"6819","MAINE","2020-06-06",91134,3600,36573,50961,187.768000880813,4383.46034702859,11.7274167987322,2524,98,1845,581
"6820","MARYLAND","2020-06-06",1850791,88254,1573299,189238,950.794616982705,5911.26225668577,16.4416686962875,57482,2740,4175,50567
"6821","MASSACHUSETTS","2020-06-06",4447869,256447,3690124,501298,1496.29242091008,9352.75617580435,10.0541054182989,99571,7289,-3561,95843
"6822","MICHIGAN","2020-06-06",2953674,255227,1268541,1429906,586.020206357215,7007.70022039967,0,64914,5916,42704,16294
"6823","MINNESOTA","2020-06-06",696182,32437,214077,449668,487.6382005067,5913.2227067298,12.1304679829824,27501,1181,22253,4067
"6824","MISSISSIPPI","2020-06-06",558089,24557,229799,303733,572.518378616124,6489.02323102775,14.5255003227889,17039,811,11203,5025
"6825","MISSOURI","2020-06-06",587523,32252,504424,50847,243.603672417827,3748.557213217,0,15042,848,58,14136
"6826","MONTANA","2020-06-06",30357,899,8591,20867,50.5249920937744,4374.52866731912,12.5925925925926,540,18,472,50
"6827","NEBRASKA","2020-06-06",438772,5561,391547,41664,805.000806448278,6076.63946799228,5.90161828923709,15572,187,7957,7428
"6828","NEVADA","2020-06-06",371290,17210,309271,44809,308.13374387531,5576.69806334484,0,9491,437,522,8532
"6829","NEW HAMPSHIRE","2020-06-06",176109,7638,88908,79563,369.122556190249,6178.4452725616,9.70312811316995,5019,283,3319,1417
"6830","NEW JERSEY","2020-06-06",7726182,576400,5799103,1350679,1845.18682892395,10351.5912179316,10.9968088936074,163893,13945,25802,124146
"6831","NEW MEXICO","2020-06-06",278020,11437,182733,83850,419.681337867799,10713.319970298,16.9204545454545,8800,392,3206,5202
"6832","NEW YORK","2020-06-06",19648610,1547783,13791991,4308836,1939.57291418265,12529.361590919,23.8513606632107,377316,31141,66400,279775
"6833","NORTH CAROLINA","2020-06-06",983014,31702,501825,449487,331.023283184994,4742.04821395405,0,35721,1028,19863,14830
"6834","NORTH DAKOTA","2020-06-06",89531,2011,34932,52588,369.523739538253,10350.8638404749,6.46306818181818,2816,72,2268,476
"6835","OHIO","2020-06-06",1369006,76303,1213564,79139,326.038788272835,3922.68010368634,16.9504867361129,38111,2372,0,35739
"6836","OKLAHOMA","2020-06-06",272296,14716,81993,175587,178.394029170292,5600.26848819463,14.5346366340841,7059,347,5867,845
"6837","OREGON","2020-06-06",189827,7047,111501,71279,108.351943234014,3465.34172235016,17.9212253829322,4570,161,2237,2172
"6838","PENNSYLVANIA","2020-06-06",3304052,198026,2151349,954677,621.036309279753,3990.22370664433,0,79505,5931,52560,21014
"6839","RHODE ISLAND","2020-06-06",593763,23400,508823,61540,1457.57678449556,16117.1687460648,11.4953694708892,15441,772,1336,13333
"6840","SOUTH CAROLINA","2020-06-06",465751,18242,210805,236704,261.288547004165,4492.3645011162,13.4839812681186,13538,545,7426,5567
"6841","SOUTH DAKOTA","2020-06-06",187004,1891,69920,115193,606.67443613867,6268.85613552793,8.83174958077138,5367,65,4273,1029
"6842","TENNESSEE","2020-06-06",891392,15025,399477,476890,383.311363863331,7195.90685491393,7.34614356114146,26177,417,17124,8636
"6843","TEXAS","2020-06-06",2375497,66938,1063957,1244602,256.829582105127,3770.45622445478,0,74470,1957,48771,23742
"6844","UTAH","2020-06-06",373161,3895,180042,189224,368.002325669893,7334.74986259957,7.54365146635023,11798,121,6939,4738
"6845","VERMONT","2020-06-06",58094,3057,21293,33744,167.631160164682,6423.67093009652,0,1046,55,888,103
"6846","VIRGINIA","2020-06-06",1441237,46512,1174391,220334,578.722863835228,4348.07772087438,15.2904022511489,49397,1461,6382,41554
"6847","WASHINGTON","2020-06-06",1068319,56353,867748,144218,307.844115472141,5132.87580009332,15.5234195034553,23442,1153,0,22289
"6848","WEST VIRGINIA","2020-06-06",81535,2899,36228,42408,119.186651541419,6122.43303702208,0,2136,84,1446,606
"6849","WISCONSIN","2020-06-06",629652,23139,275225,331288,353.305851126865,5760.01376743815,13.7669534781975,20571,645,13770,6156
"6850","WYOMING","2020-06-06",38877,479,15095,23303,162.243697290237,4925.71173839197,9.58466453674121,939,17,757,165
"6851","ALABAMA","2020-06-07",636973,23154,416895,196924,418.09558480865,5293.82432031424,9.86341463414634,20500,692,11395,8413
"6852","ALASKA","2020-06-07",24731,618,8131,15982,74.2264659043531,8872.18147892474,0,543,10,382,151
"6853","ARIZONA","2020-06-07",716725,31839,508610,176276,370.793369216031,3869.10220578709,12.4198747637927,26989,1051,5517,20421
"6854","ARKANSAS","2020-06-07",265493,5190,97755,162548,312.346328654876,5310.9148241569,8.95395713982601,9426,154,6424,2848
"6855","CALIFORNIA","2020-06-07",4231207,160164,3790418,280625,330.568593925986,5978.44874483524,0,130657,4632,42,125983
"6856","COLORADO","2020-06-07",1136353,58172,857676,220505,485.992064925359,3698.9714409551,16.0074320220102,27987,1527,4074,22386
"6857","CONNECTICUT","2020-06-07",1908280,159145,1399161,349974,1233.22470252745,8480.49539910812,21.9909934497817,43968,4071,7284,32613
"6858","DELAWARE","2020-06-07",366701,12927,194245,159529,1020.98660455716,7085.59774236879,0,9942,398,5792,3752
"6859","FLORIDA","2020-06-07",2519623,97744,2311392,110487,297.694305503415,5662.41219919957,17.5404297913604,63938,2700,0,61238
"6860","GEORGIA","2020-06-07",1993000,83249,1774090,135661,488.800342606676,5084.88735920195,16.7347489305946,51898,2180,0,49718
"6861","HAWAII","2020-06-07",40643,913,11851,27879,47.6738010215613,3817.78861365999,12.2962962962963,675,17,616,42
"6862","IDAHO","2020-06-07",142326,3914,55961,82451,175.65113747961,3135.92398709616,8.28289264096846,3139,83,2461,595
"6863","ILLINOIS","2020-06-07",4525878,197223,4095153,233502,1008.19763789277,8229.07773081706,0,127757,5904,0,121853
"6864","INDIANA","2020-06-07",1390946,82868,1037950,270128,555.492921427541,4519.50538150943,16.4077332406343,37397,2303,25138,9956
"6865","IOWA","2020-06-07",671544,16771,331030,323743,688.162227779415,5964.74880113595,0,21712,605,12805,8302
"6866","KANSAS","2020-06-07",368357,9687,324230,34440,357.1877250444,3901.15861180772,8.8122237170863,10406,233,612,9561
"6867","KENTUCKY","2020-06-07",382160,17650,240822,123688,252.637111086689,5574.75894050437,20.9178701160627,11287,470,3344,7473
"6868","LOUISIANA","2020-06-07",2003294,129903,710103,1163288,921.013062742724,9337.15281855896,0,42816,2936,31728,8152
"6869","MAINE","2020-06-07",93704,3699,37180,52825,191.190080136169,4386.88242628395,11.5953307392996,2570,99,1864,607
"6870","MARYLAND","2020-06-07",1908764,91003,1624283,193478,958.91611861693,6034.11030686374,16.4662860297035,57973,2749,4240,50984
"6871","MASSACHUSETTS","2020-06-07",4547594,263763,3786244,497587,1500.70301021269,9466.66254624771,10.0477590007348,99725,7316,-3711,96120
"6872","MICHIGAN","2020-06-07",3018643,261154,1285250,1472239,644.977694183465,7116.53325966318,0,64969,5927,42333,16709
"6873","MINNESOTA","2020-06-07",724068,33634,217774,472660,494.464887070646,6103.28829966211,12.074159076239,27886,1197,22992,3697
"6874","MISSISSIPPI","2020-06-07",575359,25374,235049,314936,580.280086783289,6829.26157258928,14.6033584250145,17270,817,11203,5250
"6875","MISSOURI","2020-06-07",602655,33102,518632,50921,244.776802269615,3859.23875603917,0,15132,850,74,14208
"6876","MONTANA","2020-06-07",30902,917,8643,21342,50.9928160946427,4432.91310262749,12.6605504587156,545,18,475,52
"6877","NEBRASKA","2020-06-07",454436,5748,398769,49919,809.756783470705,6191.50665216438,5.9244126659857,15664,187,8255,7222
"6878","NEVADA","2020-06-07",380959,17648,317980,45331,313.912671955576,5704.15913999161,0,9669,438,522,8709
"6879","NEW HAMPSHIRE","2020-06-07",181152,7924,90346,82882,370.887637152307,6178.4452725616,9.65695022803887,5043,286,3319,1438
"6880","NEW JERSEY","2020-06-07",7890346,590416,5923267,1376663,1848.23787827101,10812.9301444801,10.9951024585171,164164,14016,25984,124164
"6881","NEW MEXICO","2020-06-07",286960,11833,187991,87136,426.358086424787,10928.2635827719,16.65548098434,8940,396,3286,5258
"6882","NEW YORK","2020-06-07",20026707,1579009,14072170,4375528,1943.58760331849,12840.0245075953,23.8020931136719,378097,31226,66692,280179
"6883","NORTH CAROLINA","2020-06-07",1019848,32734,517558,469556,339.671192564819,4874.35073937242,0,36834,1032,20069,15733
"6884","NORTH DAKOTA","2020-06-07",92392,2083,35414,54895,375.428770887408,10489.0415740452,6.39636490737504,2861,72,2307,482
"6885","OHIO","2020-06-07",1407482,78682,1249661,79139,329.161355450805,4012.49026871188,16.8858509200541,38476,2379,0,36097
"6886","OKLAHOMA","2020-06-07",279446,15064,82814,181568,180.693768036208,5603.98345097803,14.3496503496504,7150,348,5981,821
"6887","OREGON","2020-06-07",194489,7210,113763,73516,110.533207736756,3518.47448050933,17.5675675675676,4662,163,2237,2262
"6888","PENNSYLVANIA","2020-06-07",3383960,203969,2171644,1008347,624.184257618094,4064.87616885157,0,79908,5943,53670,20295
"6889","RHODE ISLAND","2020-06-07",609204,24172,522156,62876,1457.57678449556,16117.1687460648,11.4953694708892,15441,772,1336,13333
"6890","SOUTH CAROLINA","2020-06-07",480053,18788,217198,244067,277.467344272764,4619.77495739713,12.6977460450791,14302,546,7363,6393
"6891","SOUTH DAKOTA","2020-06-07",192442,1956,70958,119528,614.700127393719,6449.94285933902,8.78999632217727,5438,65,4335,1038
"6892","TENNESSEE","2020-06-07",917885,15443,408330,494112,387.938570608978,7303.48941175024,7.29249235647152,26493,418,17222,8853
"6893","TEXAS","2020-06-07",2450905,68904,1087766,1294235,260.064524337095,3795.1804257991,0,75408,1966,49633,23809
"6894","UTAH","2020-06-07",385227,4016,184879,196332,376.361761445409,7422.14963514806,7.45897563401293,12066,121,7108,4837
"6895","VERMONT","2020-06-07",59157,3112,21411,34634,170.355567165447,6605.56516220639,0,1063,55,890,118
"6896","VIRGINIA","2020-06-07",1491918,47984,1217062,226872,578.722863835228,4449.82900278237,15.636577120068,50681,1472,6538,42671
"6897","WASHINGTON","2020-06-07",1092048,57510,890320,144218,311.613045646209,5260.58606470242,15.3904505036032,23729,1157,0,22572
"6898","WEST VIRGINIA","2020-06-07",83679,2983,36837,43859,119.633043494758,6238.71814086679,0,2144,84,1451,609
"6899","WISCONSIN","2020-06-07",650487,23786,281366,345335,357.840037345206,5954.58875102749,13.6693064554836,20835,647,14047,6141
"6900","WYOMING","2020-06-07",39824,496,15268,24060,163.625965211772,4967.69812650862,9.50369588173178,947,17,757,173
"6901","ALABAMA","2020-06-08",657898,23872,425707,208319,426.763420103463,5302.49215560906,9.81600955794504,20925,718,11395,8812
"6902","ALASKA","2020-06-08",25293,628,8299,16366,76.8237087260524,9009.97204546542,0,562,10,384,168
"6903","ARIZONA","2020-06-08",744403,32892,529596,181915,380.259323174675,3957.8541108275,12.2010260856998,27678,1053,5639,20986
"6904","ARKANSAS","2020-06-08",275233,5345,100916,168972,322.751245607733,5321.31974110976,8.6652977412731,9740,155,6424,3161
"6905","CALIFORNIA","2020-06-08",4365023,164821,3919577,280625,338.669884506372,6153.00738710652,0,133816,4657,0,129159
"6906","COLORADO","2020-06-08",1164522,59715,880211,224596,489.152480683261,3776.59264116292,15.921757960879,28169,1543,4091,22535
"6907","CONNECTICUT","2020-06-08",1952372,163229,1431885,357258,1236.70268340249,8640.84714638681,21.9291481447882,44092,4084,7284,32724
"6908","DELAWARE","2020-06-08",376673,13325,198028,165320,1024.06743317683,7183.15731532486,0,9972,398,5791,3783
"6909","FLORIDA","2020-06-08",2584527,100456,2373584,110487,302.191986055142,5748.04505707468,17.3825958338469,64904,2712,0,62192
"6910","GEORGIA","2020-06-08",2045497,85457,1824379,135661,494.442012906522,5174.2781652384,16.6599996190259,52497,2208,0,50289
"6911","HAWAII","2020-06-08",41319,930,11893,28496,47.7444288749265,3894.91422953487,12.4260355029586,676,17,617,42
"6912","IDAHO","2020-06-08",145515,3997,56606,84912,178.449021160394,3135.92398709616,8.1530260269677,3189,83,2461,645
"6913","ILLINOIS","2020-06-08",4654293,203147,4217644,233502,1013.39026174691,8361.83686622467,0,128415,5924,0,122491
"6914","INDIANA","2020-06-08",1428569,85184,1047649,295736,558.849912636532,4597.34004493912,16.4234643701991,37623,2316,25608,9699
"6915","IOWA","2020-06-08",693551,17388,339392,336771,697.512258048157,6136.85274811652,0,22007,617,13028,8362
"6916","KANSAS","2020-06-08",378901,9923,333913,35065,361.924598584293,4102.16681071797,8.87708649468892,10544,236,625,9683
"6917","KENTUCKY","2020-06-08",393636,18122,248467,127047,256.867501269677,5659.70248941675,20.6343673753921,11476,472,3359,7645
"6918","LOUISIANA","2020-06-08",2046344,132847,716305,1197192,926.046626286301,9520.79184407827,0,43050,2944,33904,6202
"6919","MAINE","2020-06-08",96292,3798,37778,54716,192.529154627395,4585.95816731289,11.6306027820711,2588,99,1891,598
"6920","MARYLAND","2020-06-08",1967168,93779,1675671,197718,966.0451760596,6144.93324158738,16.4868844599685,58404,2776,4240,51388
"6921","MASSACHUSETTS","2020-06-08",4647684,271116,3882517,494051,1503.45962852682,9535.99875110682,10.0602165479706,100090,7353,-3536,96273
"6922","MICHIGAN","2020-06-08",3083747,267096,1302237,1514414,644.977694183465,7219.83903444297,0,65104,5942,42175,16987
"6923","MINNESOTA","2020-06-08",752292,34842,221133,496317,500.458185924188,6281.01266181907,12.0500283446712,28224,1208,23657,3359
"6924","MISSISSIPPI","2020-06-08",593127,26211,238624,328292,597.01311997484,6996.02069654443,14.2672219720846,17768,837,13356,3575
"6925","MISSOURI","2020-06-08",618010,33956,532967,51087,246.976420741718,3934.23759920279,0,15355,854,166,14335
"6926","MONTANA","2020-06-08",31450,935,8698,21817,51.2735104951636,4827.19517055927,12.5912408759124,548,18,475,55
"6927","NEBRASKA","2020-06-08",470222,5936,405912,58374,816.063622565664,6276.18372132456,5.92296972000507,15786,188,8455,7143
"6928","NEVADA","2020-06-08",390775,18090,326832,45853,318.685157505009,5843.9572541131,0,9816,442,522,8852
"6929","NEW HAMPSHIRE","2020-06-08",186231,8210,91747,86274,373.535258595393,6291.92526941387,9.62787950383934,5079,286,3392,1401
"6930","NEW JERSEY","2020-06-08",8054843,604471,6047609,1402763,1851.98695366796,10978.0245637619,10.9728444895652,164497,14055,26100,124342
"6931","NEW MEXICO","2020-06-08",296022,12233,193346,90443,432.176395881591,11177.5924503143,16.9167954094019,9062,400,3307,5355
"6932","NEW YORK","2020-06-08",20405506,1610296,14352865,4442345,1947.19619713841,13138.4480198767,23.7579824656348,378799,31287,66817,280695
"6933","NORTH CAROLINA","2020-06-08",1057512,33775,529381,494356,348.176082495144,4959.08499588676,0,37664,1041,24800,11823
"6934","NORTH DAKOTA","2020-06-08",95272,2155,35886,57231,377.92200634594,10521.4536350061,6.38888888888889,2880,72,2336,472
"6935","OHIO","2020-06-08",1446319,81088,1286092,79139,332.249702714495,4079.16777168473,16.8653603522414,38837,2406,0,36431
"6936","OKLAHOMA","2020-06-08",286651,15412,83657,187582,182.083720098024,5605.37340303985,14.4205412907703,7205,348,6014,843
"6937","OREGON","2020-06-08",199411,7374,116284,75753,116.697650896678,3553.54067833058,17.1271840715156,4922,164,2237,2521
"6938","PENNSYLVANIA","2020-06-08",3464299,209922,2192360,1062017,627.550921970016,4123.9685489497,0,80339,5953,53670,20716
"6939","RHODE ISLAND","2020-06-08",624846,24971,535609,64266,1476.5504865669,16912.9314747286,11.5522311724843,15642,799,1390,13453
"6940","SOUTH CAROLINA","2020-06-08",494853,19345,224094,251414,287.45041965819,4751.88561648598,12.2567567567568,14800,557,7347,6896
"6941","SOUTH DAKOTA","2020-06-08",197913,2021,71961,123931,618.430378258741,6535.73862923454,8.81008956315116,5471,65,4403,1003
"6942","TENNESSEE","2020-06-08",944890,15864,417351,511675,395.435816981673,7508.41902695699,7.21347898537308,27005,421,17563,9021
"6943","TEXAS","2020-06-08",2527368,70884,1112623,1343861,263.702972156631,3795.1804257991,0,76463,1980,49626,24857
"6944","UTAH","2020-06-08",397549,4140,189822,203587,384.346894126498,7576.48727774974,7.4500892712222,12322,124,7255,4943
"6945","VERMONT","2020-06-08",60232,3167,21536,35529,172.278677989516,6858.77475404214,0,1075,55,895,125
"6946","VIRGINIA","2020-06-08",1543169,49461,1260279,233429,600.443862874654,4494.06767180765,15.0826325339993,51251,1477,6557,43217
"6947","WASHINGTON","2020-06-08",1116089,58671,913200,144218,315.710279842409,5319.26055953774,15.2614283931617,24041,1161,0,22880
"6948","WEST VIRGINIA","2020-06-08",85840,3067,37446,45327,120.581626395603,6339.04473237965,0,2161,84,1468,609
"6949","WISCONSIN","2020-06-08",671525,24432,287516,359577,361.326551747946,6084.929429857,13.5944481414583,21038,646,14242,6150
"6950","WYOMING","2020-06-08",40784,513,15438,24833,165.872150584267,5179.01233501336,9.47916666666667,960,17,773,170
"6951","ALABAMA","2020-06-09",679320,24601,435005,219714,436.899688671751,5460.51189176015,9.74232097843339,21422,729,11395,9298
"6952","ALASKA","2020-06-09",25865,639,8471,16755,78.1906786322099,9143.66170228762,0,572,11,389,172
"6953","ARIZONA","2020-06-09",772699,33968,551052,187679,388.749830498974,4028.36104220016,12.037037037037,28296,1076,5764,21456
"6954","ARKANSAS","2020-06-09",285313,5506,103960,175847,334.01771619363,5493.43164764842,8.58134920634921,10080,161,6875,3044
"6955","CALIFORNIA","2020-06-09",4501704,169566,4051473,280665,345.819570819895,6292.34401719184,0,136681,4745,40,131896
"6956","COLORADO","2020-06-09",1192855,61268,902879,228708,492.000327849723,3853.05039161372,17.149613524865,28333,1553,4112,22668
"6957","CONNECTICUT","2020-06-09",1996551,167326,1464683,364542,1239.14287966158,8769.30805290009,21.8859639195093,44179,4097,7284,32798
"6958","DELAWARE","2020-06-09",386693,13735,201750,171208,1028.99675896829,7265.92891090654,0,10020,410,5888,3722
"6959","FLORIDA","2020-06-09",2650527,103221,2436819,110487,307.294944527908,5858.64795718469,17.3636363636364,66000,2765,0,63235
"6960","GEORGIA","2020-06-09",2098746,87742,1875343,135661,501.52471084556,5247.81766724374,16.6613457529719,53249,2285,0,50964
"6961","HAWAII","2020-06-09",42001,947,11940,29114,48.1681959951182,3918.00953758532,12.316715542522,682,17,618,47
"6962","IDAHO","2020-06-09",148736,4082,57233,87421,180.239666716096,3227.47074113141,8.07202732070786,3221,85,2509,627
"6963","ILLINOIS","2020-06-09",4783505,209165,4340838,233502,1019.67980766142,8522.10585992337,0,129212,6018,0,123194
"6964","INDIANA","2020-06-09",1466602,87523,1057138,321941,564.940029431603,4684.78520975031,16.3673651828675,38033,2339,26205,9489
"6965","IOWA","2020-06-09",715788,18014,347592,350182,704.80211215599,6266.83401636097,0,22237,626,13411,8200
"6966","KANSAS","2020-06-09",389510,10160,343660,35690,364.155734671923,4102.16681071797,8.82269770949194,10609,237,625,9747
"6967","KENTUCKY","2020-06-09",405343,18599,256332,130412,262.037978159995,5818.19663166933,20.3809686512343,11707,477,3365,7865
"6968","LOUISIANA","2020-06-09",2089956,135804,723056,1231096,938.135783173012,9758.83207558778,0,43612,2957,33904,6751
"6969","MAINE","2020-06-09",98898,3898,38292,56708,193.868229118621,4643.61276346291,11.5886415963162,2606,100,1992,514
"6970","MARYLAND","2020-06-09",2026072,96590,1727485,201997,974.315544322558,6253.75474719138,16.4267282357735,58904,2811,4279,51814
"6971","MASSACHUSETTS","2020-06-09",4748125,278524,3978998,490603,1507.27536861428,9604.52247898913,10.1136790228032,100441,7408,-3448,96481
"6972","MICHIGAN","2020-06-09",3148914,273047,1319246,1556621,650.835392956963,7381.21112578262,0,65167,5951,42207,17009
"6973","MINNESOTA","2020-06-09",780815,36070,224207,520538,505.759950294629,6400.96729715698,12.0639483925253,28523,1228,24221,3074
"6974","MISSISSIPPI","2020-06-09",611250,27058,242544,341648,608.941286205765,6996.02069654443,13.9877503724549,18123,847,13356,3920
"6975","MISSOURI","2020-06-09",633576,34818,547474,51284,250.13735395348,4003.224151876,0,15566,862,197,14507
"6976","MONTANA","2020-06-09",32004,953,8749,22302,51.8348992962056,4976.15033243574,12.9963898916968,554,18,485,51
"6977","NEBRASKA","2020-06-09",486140,6125,413004,67011,822.887415684799,6342.61231343129,6.07488377936927,15918,189,8637,7092
"6978","NEVADA","2020-06-09",400820,18536,335874,46410,326.119845877936,5960.3799288088,0,10045,446,557,9042
"6979","NEW HAMPSHIRE","2020-06-09",191310,8496,93148,89666,373.535258595393,6407.46452738854,9.68694624926167,5079,286,3392,1401
"6980","NEW JERSEY","2020-06-09",8219639,618619,6172066,1428954,1855.35324058594,11140.2368109667,10.9644651569213,164796,14148,26191,124457
"6981","NEW MEXICO","2020-06-09",305127,12637,198667,93823,434.227111509808,11388.6730868373,17.111477210324,9105,404,3380,5321
"6982","NEW YORK","2020-06-09",20784988,1641623,14634081,4509284,1950.70712246462,13395.3315796527,23.7152223293858,379482,31327,66939,281216
"6983","NORTH CAROLINA","2020-06-09",1096040,34843,541887,519310,354.945669771524,5107.80615410784,0,38528,1068,24954,12506
"6984","NORTH DAKOTA","2020-06-09",98173,2227,36265,59681,380.677687642213,10585.227973577,6.51499482936918,2901,72,2450,379
"6985","OHIO","2020-06-09",1485481,83511,1322831,79139,335.030070749673,4195.27594083377,16.9041417700832,39162,2423,0,36739
"6986","OKLAHOMA","2020-06-09",294014,15766,84593,193655,186.07667329379,5914.65037272196,14.4098872742089,7363,354,6073,936
"6987","OREGON","2020-06-09",204399,7543,118790,78066,118.262471083427,3642.16640345285,17.0609462710505,4988,169,2313,2506
"6988","PENNSYLVANIA","2020-06-09",3545169,215936,2213546,1115687,631.698714941874,4189.22403385911,0,80870,6014,53670,21186
"6989","RHODE ISLAND","2020-06-09",640537,25779,549094,65664,1481.17591642509,17075.1047093484,11.5671403989548,15691,808,1398,13485
"6990","SOUTH CAROLINA","2020-06-09",510081,19913,230826,259342,295.763175037495,4816.3871599782,12.4638823220383,15228,568,7928,6732
"6991","SOUTH DAKOTA","2020-06-09",203436,2089,72933,128414,624.308349318777,6687.20942193546,8.81767155531414,5523,68,4483,972
"6992","TENNESSEE","2020-06-09",972465,16299,426478,529688,403.782360795024,7631.91858927595,7.15865820489574,27575,435,18013,9127
"6993","TEXAS","2020-06-09",2605576,72884,1137824,1394868,269.45206458807,3956.95857628882,0,78208,2000,51007,25201
"6994","UTAH","2020-06-09",410108,4267,194863,210978,391.739380241413,7700.03849083488,7.41301059001513,12559,127,7391,5041
"6995","VERMONT","2020-06-09",61316,3222,21664,36430,173.721011107568,7087.94546057703,0,1084,55,901,128
"6996","VIRGINIA","2020-06-09",1594907,50957,1303844,240106,606.149432740997,4579.1708740851,15.1648691484016,51738,1496,6677,43565
"6997","WASHINGTON","2020-06-09",1140443,59847,936378,144218,319.820646199494,5387.99428961116,15.1884700665188,24354,1176,0,23178
"6998","WEST VIRGINIA","2020-06-09",88009,3151,38054,46804,121.028018348941,6379.94539510431,0,2169,84,1477,608
"6999","WISCONSIN","2020-06-09",692833,25093,293580,374160,365.963787653067,6329.27741216131,13.628684062324,21308,661,14583,6064
"7000","WYOMING","2020-06-09",41754,530,15602,25622,167.599985486187,5241.55995846285,9.38144329896907,970,17,789,164
"7001","ALABAMA","2020-06-10",701309,25345,442742,233222,448.463600700361,5568.97200493149,9.68211378416481,21989,744,13508,7737
"7002","ALASKA","2020-06-10",26457,650,8660,17147,80.9246184445249,9257.1202044987,0,592,11,392,189
"7003","ARIZONA","2020-06-10",802551,35069,573952,193530,410.12722434462,4117.30528883044,11.6441109473402,29852,1101,5851,22900
"7004","ARKANSAS","2020-06-10",295681,5671,107047,182963,343.561079513448,5839.24602127905,8.69020061728395,10368,165,7116,3087
"7005","CALIFORNIA","2020-06-10",4641419,174420,4186334,280665,353.599441873974,6430.41015434642,0,139715,4854,0,134861
"7006","COLORADO","2020-06-10",1221339,62840,925661,232838,494.622431033477,3926.10461740215,17.6414829377896,28484,1572,4130,22782
"7007","CONNECTICUT","2020-06-10",2040898,171446,1497626,371826,1243.85498278259,8888.84962136288,21.8030531941281,44347,4120,7284,32943
"7008","DELAWARE","2020-06-10",396749,14148,205454,177147,1032.69375331189,7367.80164393015,0,10056,413,5939,3704
"7009","FLORIDA","2020-06-10",2717898,106022,2501389,110487,313.678298602874,5955.1106338624,17.2492615517062,67371,2801,0,64570
"7010","GEORGIA","2020-06-10",2152726,90071,1926994,135661,508.409620677258,5377.52899173368,16.624675805854,53980,2329,0,51651
"7011","HAWAII","2020-06-10",42686,964,11987,29735,48.380079555214,3967.37840708765,12.2627737226277,685,17,621,47
"7012","IDAHO","2020-06-10",151996,4167,57854,89975,182.422015987107,3304.41254235296,8.03680981595092,3260,85,2554,621
"7013","ILLINOIS","2020-06-10",4913342,215260,4464580,233502,1024.6120111703,8686.40742321092,0,129837,6095,0,123742
"7014","INDIANA","2020-06-10",1504939,89878,1066329,348732,569.455628225998,4754.6581595162,16.3314813365678,38337,2355,26791,9191
"7015","IOWA","2020-06-10",738414,18645,355959,363810,717.131474103586,6428.66877755486,0,22626,631,13628,8367
"7016","KANSAS","2020-06-10",400260,10400,353513,36347,368.995583723553,4247.4652577786,8.87441860465116,10750,240,657,9853
"7017","KENTUCKY","2020-06-10",417226,19083,264356,133787,265.977389124047,6142.21318346262,20.1632584364218,11883,484,3375,8024
"7018","LOUISIANA","2020-06-10",2133986,138772,730214,1265000,947.127362494445,9897.62075927649,0,44030,2968,33904,7158
"7019","MAINE","2020-06-10",101535,3998,38806,58731,196.174412964622,4756.69016494422,11.4903299203641,2637,100,2023,514
"7020","MARYLAND","2020-06-10",2085537,99434,1779796,206307,983.594897513596,6362.26197880139,16.4046077524594,59465,2844,4310,52311
