"","Name","date","Confirmed.Cases","Deaths","Recovered","Active","Incident.Rate","Testing.Rate","Hospitalization.Rate"
"4997","WASHINGTON","2020-04-30",14327,814,0,13513,189.776595579809,2487.61392125973,0
"4998","WEST VIRGINIA","2020-04-30",1125,41,545,539,85.0341421528982,3366.67175611755,0
"4999","WISCONSIN","2020-04-30",6854,316,3352,3186,132.455424807197,1473.51345647784,22.0601108841552
"5000","WYOMING","2020-04-30",559,7,371,181,112.420561499477,1899.68626820047,10.0178890876565
"5001","ALABAMA","2020-05-01",7294,289,0,7005,155.558972611256,1960.65300645333,13.8195777351248
"5002","ALASKA","2020-05-01",364,9,254,101,60.8951248768296,3400.25662945484,0
"5003","ARIZONA","2020-05-01",7969,330,1528,6111,109.483580691487,1028.73899342425,15.0959969883298
"5004","ARKANSAS","2020-05-01",3337,64,1973,1300,128.890119724514,1918.71309182948,12.4063530116871
"5005","CALIFORNIA","2020-05-01",52026,2126,0,49900,132.690209448841,1670.51275969417,0
"5006","COLORADO","2020-05-01",15793,821,2486,12486,278.692803168201,1277.43760028785,17.0771860951054
"5007","CONNECTICUT","2020-05-01",28764,2339,4346,22079,806.779370075957,2812.03168216191,26.9712140175219
"5008","DELAWARE","2020-05-01",4918,159,1403,3356,505.050505050505,2319.35047917154,0
"5009","FLORIDA","2020-05-01",34728,1314,0,33414,163.559762753569,1896.60656821871,16.6868233126008
"5010","GEORGIA","2020-05-01",27489,1169,0,26320,271.110903778954,1660.52346526069,19.1676670668267
"5011","HAWAII","2020-05-01",619,16,526,77,43.7212968626614,2196.23587180548,11.3085621970921
"5012","IDAHO","2020-05-01",2015,63,1175,777,125.116656535219,1814.65721451204,8.83374689826303
"5013","ILLINOIS","2020-05-01",56055,2457,0,53598,477.647046994317,2425.83859628433,0
"5014","INDIANA","2020-05-01",18630,1175,0,17455,284.688525081166,1522.60225177468,0
"5015","IOWA","2020-05-01",7884,170,2899,4815,300.834162306212,1739.67923996256,0
"5016","KANSAS","2020-05-01",4634,140,280,4214,190.035792671524,1354.69192384789,11.5235217954251
"5017","KENTUCKY","2020-05-01",4882,246,1675,2961,142.610805996431,1653.72448772428,28.1646866038509
"5018","LOUISIANA","2020-05-01",28711,1970,17303,9438,624.523358013219,3659.80563230407,0
"5019","MAINE","2020-05-01",1123,55,657,411,95.6553884733127,1760.55318286278,15.7613535173642
"5020","MARYLAND","2020-05-01",23472,1080,1517,20875,394.929782689349,2035.60795412004,20.1005453306067
"5021","MASSACHUSETTS","2020-05-01",68953,3716,0,60595,936.962941076714,4219.77886211838,9.59244919220662
"5022","MICHIGAN","2020-05-01",44524,4069,8342,30148,531.625744813869,2391.09836896227,0
"5023","MINNESOTA","2020-05-01",5730,370,2282,3078,115.840747073758,1512.783117414,19.1273996509599
"5024","MISSISSIPPI","2020-05-01",7212,281,3413,3518,249.101445631157,2471.2576583497,16.9994453688297
"5025","MISSOURI","2020-05-01",8190,457,0,7707,137.674896782227,1406.70055377154,0
"5026","MONTANA","2020-05-01",453,16,397,40,52.3102540800266,1640.09390441196,13.4657836644592
"5027","NEBRASKA","2020-05-01",5008,73,0,4935,328.334880598346,1795.41747308021,0
"5028","NEVADA","2020-05-01",5248,246,182,4820,173.965101566382,1445.12359046997,0
"5029","NEW HAMPSHIRE","2020-05-01",2310,81,980,1249,173.9263997687,1660.13125043293,11.3419913419913
"5030","NEW JERSEY","2020-05-01",121190,9072,15642,98010,1364.41575782549,2888.30795107963,0
"5031","NEW MEXICO","2020-05-01",3513,131,760,2622,210.67049347749,4070.0244013162,15.2576145744378
"5032","NEW YORK","2020-05-01",308314,24911,56187,228088,1828.56024470636,5500.48410461404,21.7894743670414
"5033","NORTH CAROLINA","2020-05-01",11585,419,0,10651,111.616651752518,1349.40196362628,0
"5034","NORTH DAKOTA","2020-05-01",1107,23,482,602,182.547351826628,4868.75389582763,7.76874435411021
"5035","OHIO","2020-05-01",18743,1003,0,17740,167.739706779931,1257.45266183754,19.3885717334472
"5036","OKLAHOMA","2020-05-01",3748,230,2467,1051,102.470613516825,1737.51665694271,19.076840981857
"5037","OREGON","2020-05-01",2579,104,0,2475,64.3611772580192,1451.83243433987,22.9158588600233
"5038","PENNSYLVANIA","2020-05-01",49579,2635,0,46944,393.8749697418,1806.9358824872,0
"5039","RHODE ISLAND","2020-05-01",8962,279,485,8198,845.981681409831,6291.33977935756,10.4552555233207
"5040","SOUTH CAROLINA","2020-05-01",6258,256,3622,2380,124.167282575806,1178.16060595539,17.7372962607862
"5041","SOUTH DAKOTA","2020-05-01",2525,21,1686,818,343.1210014513,2359.44948443522,7.08910891089109
"5042","TENNESSEE","2020-05-01",11891,204,5546,6141,181.129148540677,2835.24772316654,9.36002018333193
"5043","TEXAS","2020-05-01",29692,914,14122,14730,129.18236724208,1530.48387567637,0
"5044","UTAH","2020-05-01",4828,46,2062,2720,168.464716970203,3927.5169040456,8.34714167357084
"5045","VERMONT","2020-05-01",879,50,0,829,143.958885735296,2658.57177717981,0
"5046","VIRGINIA","2020-05-01",16902,581,2196,14125,213.753741828681,1336.09367629372,21.618743343983
"5047","WASHINGTON","2020-05-01",14637,824,0,13813,193.882880540355,2569.48794494081,0
"5048","WEST VIRGINIA","2020-05-01",1152,46,555,551,87.0749615645677,3540.74609334254,0
"5049","WISCONSIN","2020-05-01",7314,327,3352,3635,141.345050633183,1543.70284995606,21.1101996171725
"5050","WYOMING","2020-05-01",566,7,373,186,113.828332394819,1949.76269004907,9.89399293286219
"5051","ALABAMA","2020-05-02",7611,288,0,7323,162.319624423399,1966.53925219513,13.4410721324399
"5052","ALASKA","2020-05-02",365,9,261,95,61.0624191759417,3579.93070670131,0
"5053","ARIZONA","2020-05-02",8364,330,1565,6469,114.910361262843,1071.57621322549,16.0090865614538
"5054","ARKANSAS","2020-05-02",3372,72,1987,1313,130.241978936488,1992.3314820587,12.2775800711744
"5055","CALIFORNIA","2020-05-02",53347,2180,0,51167,136.059366537256,1751.66328220682,0
"5056","COLORADO","2020-05-02",16225,832,2553,12840,286.316135718613,1357.88846393908,16.9306625577812
"5057","CONNECTICUT","2020-05-02",29287,2436,4346,22505,821.448595863391,2812.03168216191,26.4895687506402
"5058","DELAWARE","2020-05-02",5038,168,1546,3324,517.373819529167,2373.47036859034,0
"5059","FLORIDA","2020-05-02",35463,1364,0,34099,167.021419791805,1959.30730311673,16.7639511603643
"5060","GEORGIA","2020-05-02",28331,1177,0,27154,279.415148421607,1723.96907783336,19.0145070770534
"5061","HAWAII","2020-05-02",620,16,532,72,43.7919290062199,2259.16911171604,11.6129032258065
"5062","IDAHO","2020-05-02",2061,64,1215,782,127.972917676966,1831.11176239384,8.63658418243571
"5063","ILLINOIS","2020-05-02",58505,2559,0,55946,498.523601541388,2555.42661324427,0
"5064","INDIANA","2020-05-02",19295,1229,0,18180,294.850514838492,1591.39815837239,0
"5065","IOWA","2020-05-02",8643,175,3156,5312,329.795746424732,1768.56450897141,0
"5066","KANSAS","2020-05-02",4885,142,286,4457,200.329056366076,1432.93713153397,11.0747185261003
"5067","KENTUCKY","2020-05-02",4879,248,1752,2879,142.523171334819,1684.01686908813,28.9198606271777
"5068","LOUISIANA","2020-05-02",29140,1993,17303,9844,633.854991205643,3760.01736684369,0
"5069","MAINE","2020-05-02",1153,56,689,408,98.2107416827512,1763.0233576319,15.6981786643539
"5070","MARYLAND","2020-05-02",24473,1251,1590,21632,411.772178414981,2111.97921705574,20.062926490418
"5071","MASSACHUSETTS","2020-05-02",69984,3846,0,62417,965.40211417279,4356.1178896968,9.62528107692076
"5072","MICHIGAN","2020-05-02",45424,4224,15659,23527,542.306959018152,2531.72389651196,0
"5073","MINNESOTA","2020-05-02",6232,394,2397,3441,125.989447777253,1597.24780175504,18.5975609756098
"5074","MISSISSIPPI","2020-05-02",7441,291,3413,3737,257.011072787221,2572.3558185497,17.0004031716167
"5075","MISSOURI","2020-05-02",8449,472,0,7980,142.607095266182,1412.14474517771,0
"5076","MONTANA","2020-05-02",455,16,404,35,52.5412044291658,1689.97917982603,13.4065934065934
"5077","NEBRASKA","2020-05-02",5317,73,0,5244,348.593562328555,1924.11582983232,0
"5078","NEVADA","2020-05-02",5389,255,182,4952,178.639087717461,1471.3774701271,0
"5079","NEW HAMPSHIRE","2020-05-02",2429,84,980,1365,182.88624460527,1833.30472206411,11.1156854672705
"5080","NEW JERSEY","2020-05-02",123717,9302,15642,100333,1392.86594860051,2953.23563220332,0
"5081","NEW MEXICO","2020-05-02",3732,138,785,2809,223.803666853969,4264.86312414807,15.7288317256163
"5082","NEW YORK","2020-05-02",312977,25201,57540,231239,1856.21574014628,5688.09428845518,21.6916898046821
"5083","NORTH CAROLINA","2020-05-02",11929,431,0,11157,116.839544761353,1406.29923244647,0
"5084","NORTH DAKOTA","2020-05-02",1153,24,510,619,190.132878641465,5202.18727016678,7.80572419774501
"5085","OHIO","2020-05-02",19335,1022,0,18313,173.037786405056,1305.00113658127,19.1983449702612
"5086","OKLAHOMA","2020-05-02",3851,238,2554,1059,105.286641583056,1740.33268500894,19.2936899506622
"5087","OREGON","2020-05-02",2635,109,0,2526,65.7587057289184,1500.74593082134,22.5806451612903
"5088","PENNSYLVANIA","2020-05-02",50494,2695,0,47799,401.144087660954,1869.91901567087,0
"5089","RHODE ISLAND","2020-05-02",9289,296,531,8462,876.849345973658,6600.960390273,10.5178167725266
"5090","SOUTH CAROLINA","2020-05-02",6489,267,3622,2600,128.750638644041,1222.5457467547,17.1058714748035
"5091","SOUTH DAKOTA","2020-05-02",2588,21,1759,808,351.682040299392,2458.37704445761,7.22565687789799
"5092","TENNESSEE","2020-05-02",12661,209,5718,6734,192.858140583089,2989.76576898242,8.88555406366006
"5093","TEXAS","2020-05-02",30917,933,14891,15163,134.512031793864,1656.10298147526,0
"5094","UTAH","2020-05-02",4985,49,2185,2751,173.94296066621,4110.56700869052,8.3851554663992
"5095","VERMONT","2020-05-02",886,51,0,835,145.105315997124,2717.20349628475,0
"5096","VIRGINIA","2020-05-02",17738,617,2312,14809,224.326344370911,1431.62649878655,21.0734017363852
"5097","WASHINGTON","2020-05-02",15003,830,0,14173,198.730946009903,2632.31410483716,0
"5098","WEST VIRGINIA","2020-05-02",1185,48,572,565,89.5692964010528,3714.74484466341,0
"5099","WISCONSIN","2020-05-02",7660,334,3698,3628,148.031595276207,1608.44251629749,20.7702349869452
"5100","WYOMING","2020-05-02",579,7,387,185,116.442764057598,2016.93347276969,10.0172711571675
"5101","ALABAMA","2020-05-03",7888,290,0,7598,168.227197142526,1972.74540259682,13.1211967545639
"5102","ALASKA","2020-05-03",368,9,262,97,61.5643020732782,3609.87638624239,0
"5103","ARIZONA","2020-05-03",8640,362,1597,6681,118.702238320297,1114.46838776669,15.6018518518519
"5104","ARKANSAS","2020-05-03",3437,76,1999,1362,132.752574615869,2042.85239203763,12.4236252545825
"5105","CALIFORNIA","2020-05-03",54903,2216,0,52687,140.02788162399,1825.49398576129,0
"5106","COLORADO","2020-05-03",16635,842,2607,13186,293.551243000254,1410.06946938253,16.7899008115419
"5107","CONNECTICUT","2020-05-03",29287,2436,4346,22505,821.448595863391,2874.74753084394,26.4895687506402
"5108","DELAWARE","2020-05-03",5208,177,1640,3391,534.831848373939,2437.6542981667,0
"5109","FLORIDA","2020-05-03",36078,1379,0,34699,169.917908334003,2016.65777625224,17.3069460613116
"5110","GEORGIA","2020-05-03",28665,1184,0,27481,282.709231213348,1726.88838473861,18.8138845281702
"5111","HAWAII","2020-05-03",620,17,541,62,43.7919290062199,2327.32913024991,11.6129032258065
"5112","IDAHO","2020-05-03",2061,64,1267,730,127.972917676966,1850.79512721849,9.70402717127608
"5113","ILLINOIS","2020-05-03",61499,2618,0,58881,524.035603302177,2720.87969881182,0
"5114","INDIANA","2020-05-03",19933,1246,0,18801,304.599912530482,1663.49480149279,0
"5115","IOWA","2020-05-03",9175,184,3325,5666,350.09556559608,2029.4477113671,0
"5116","KANSAS","2020-05-03",5156,144,286,4726,211.442500434696,1508.2296898734,10.6089992242048
"5117","KENTUCKY","2020-05-03",5130,253,1752,3125,149.855271356348,1684.01686908813,27.504873294347
"5118","LOUISIANA","2020-05-03",29340,2012,17303,10025,638.205402950362,3831.84266474901,0
"5119","MAINE","2020-05-03",1185,57,706,422,100.936451772819,1765.83424616229,15.4430379746835
"5120","MARYLAND","2020-05-03",25462,1281,1666,22515,428.412667298747,2234.33476322637,19.8374047600346
"5121","MASSACHUSETTS","2020-05-03",70723,4004,0,64083,991.976423459287,4584.15576741185,9.55689044898439
"5122","MICHIGAN","2020-05-03",46047,4258,15659,24089,549.762471635477,2667.56735283741,0
"5123","MINNESOTA","2020-05-03",6663,418,3015,3230,134.702774476867,1670.53274209402,17.9948971934564
"5124","MISSISSIPPI","2020-05-03",7550,303,3413,3834,260.775917154082,2680.05109135585,17.1920529801325
"5125","MISSOURI","2020-05-03",8712,484,0,8237,147.078500120148,1416.10415710947,0
"5126","MONTANA","2020-05-03",455,16,404,35,52.5412044291658,1732.93594476591,13.4065934065934
"5127","NEBRASKA","2020-05-03",5661,78,0,5583,371.146916746652,2049.60164482138,0
"5128","NEVADA","2020-05-03",5472,258,182,5032,181.390441267386,1500.6147451998,0
"5129","NEW HAMPSHIRE","2020-05-03",2518,86,1107,1325,189.587305029259,2137.78886087996,11.0007942811755
"5130","NEW JERSEY","2020-05-03",126744,9456,15642,103231,1426.94538171329,3096.82634575482,0
"5131","NEW MEXICO","2020-05-03",3850,151,812,2887,230.879988581935,4494.30386085313,15.2467532467532
"5132","NEW YORK","2020-05-03",316415,25484,58950,232757,1876.6059596021,5847.27796797644,21.7233696253338
"5133","NORTH CAROLINA","2020-05-03",12167,434,0,11336,118.67461527797,1450.260262405,0
"5134","NORTH DAKOTA","2020-05-03",1191,25,517,649,196.399183401548,5500.00164902757,7.55667506297229
"5135","OHIO","2020-05-03",19914,1039,0,18875,178.21952306544,1343.90443409887,18.92638344883
"5136","OKLAHOMA","2020-05-03",3972,238,2635,1099,108.59479105892,1743.64083448481,18.705941591138
"5137","OREGON","2020-05-03",2680,109,860,1711,66.8817196787481,1548.61128094964,22.3134328358209
"5138","PENNSYLVANIA","2020-05-03",51225,2720,0,48505,406.951437605109,1911.74623517289,0
"5139","RHODE ISLAND","2020-05-03",9477,320,565,8592,894.595893184665,6789.65904918154,10.6890366149625
"5140","SOUTH CAROLINA","2020-05-03",6626,275,3622,2729,131.468906095764,1273.57774592136,16.7521883489285
"5141","SOUTH DAKOTA","2020-05-03",2631,21,1799,811,357.525289036978,2502.67702325885,7.48764728240213
"5142","TENNESSEE","2020-05-03",13177,210,5814,7153,200.718088497225,3116.66736989844,8.61349320786218
"5143","TEXAS","2020-05-03",31998,948,15544,15576,139.215188839152,1699.22758150569,0
"5144","UTAH","2020-05-03",5175,50,2238,2887,180.572682336537,4260.5382915277,8.42512077294686
"5145","VERMONT","2020-05-03",897,53,0,844,146.906849265711,2776.65409414813,0
"5146","VIRGINIA","2020-05-03",18672,660,2497,15515,236.138318981489,1365.86389924158,20.9404455869752
"5147","WASHINGTON","2020-05-03",15185,834,0,14351,201.141732664159,2746.11118256636,0
"5148","WEST VIRGINIA","2020-05-03",1195,48,611,536,90.3251554424119,3903.10491777009,0
"5149","WISCONSIN","2020-05-03",7964,339,3723,3902,153.906478430772,1661.2198383209,20.190858864892
"5150","WYOMING","2020-05-03",586,7,391,188,117.85053495294,2055.14439707184,10.2389078498294
"5151","ALABAMA","2020-05-04",8112,298,0,7814,173.004440063409,2199.17392086028,13.1163708086785
"5152","ALASKA","2020-05-04",370,9,263,98,61.8988906715026,3634.13405961365,0
"5153","ARIZONA","2020-05-04",8924,362,1632,6930,122.604024857678,1171.26411151855,15.2061855670103
"5154","ARKANSAS","2020-05-04",3491,80,2016,1395,134.838300257201,2102.79769195145,12.5465482669722
"5155","CALIFORNIA","2020-05-04",55884,2278,0,53606,142.52988245952,1907.42239844198,0
"5156","COLORADO","2020-05-04",16918,851,2650,13417,298.545231684899,1466.25625373557,16.5445088071876
"5157","CONNECTICUT","2020-05-04",29973,2556,4346,23071,840.689683607519,2874.74753084394,25.8832949654689
"5158","DELAWARE","2020-05-04",5288,182,1716,3390,543.047391359713,2475.95926733788,0
"5159","FLORIDA","2020-05-04",36897,1399,0,35498,173.775183319466,2092.39506445888,17.1531560831504
"5160","GEORGIA","2020-05-04",29451,1246,0,28205,290.461174549601,1808.04708920938,18.7633696648671
"5161","HAWAII","2020-05-04",621,17,544,60,43.8625611497783,2392.02817374942,11.7552334943639
"5162","IDAHO","2020-05-04",2106,64,1267,775,130.767086185196,1850.79512721849,9.49667616334283
"5163","ILLINOIS","2020-05-04",63777,2659,0,61118,543.446538509617,2838.75980314006,0
"5164","INDIANA","2020-05-04",20507,1264,0,19356,313.371314215753,1731.31271208378,0
"5165","IOWA","2020-05-04",9703,188,3486,6029,370.242754548094,2181.1239918297,0
"5166","KANSAS","2020-05-04",5383,156,291,4936,220.751547680366,1583.07114900709,10.2730819245774
"5167","KENTUCKY","2020-05-04",5245,261,1892,3092,153.214600051471,1706.21765002981,28.9609151572927
"5168","LOUISIANA","2020-05-04",29673,2064,20316,7293,645.44883850532,3935.62173691929,0
"5169","MAINE","2020-05-04",1205,57,720,428,102.640020579111,1767.53781496858,15.4356846473029
"5170","MARYLAND","2020-05-04",26408,1317,1695,23396,444.329656665828,2305.01898344953,19.687215995153
"5171","MASSACHUSETTS","2020-05-04",72605,4090,0,64997,1006.54567197162,4724.34107659753,9.58501599432599
"5172","MICHIGAN","2020-05-04",46348,4345,15659,24192,552.134680195535,2788.82611949731,0
"5173","MINNESOTA","2020-05-04",7234,427,4212,2595,146.246416113711,1737.42925728897,17.569809234172
"5174","MISSISSIPPI","2020-05-04",7877,310,4421,3146,272.070450254662,2752.03215246169,16.7068680969912
"5175","MISSOURI","2020-05-04",8998,495,0,8560,152.676289402975,1560.74215763375,0
"5176","MONTANA","2020-05-04",457,16,404,37,52.772154778305,1742.28943390605,13.5667396061269
"5177","NEBRASKA","2020-05-04",6037,78,0,5959,395.798257622247,2212.98234019899,0
"5178","NEVADA","2020-05-04",5630,265,185,5180,186.62795766363,1530.34925284177,0
"5179","NEW HAMPSHIRE","2020-05-04",2588,86,1017,1485,194.857801991947,2023.11790553462,11.0510046367852
"5180","NEW JERSEY","2020-05-04",128269,9519,15642,104717,1444.11457084345,3121.07712174588,0
"5181","NEW MEXICO","2020-05-04",4031,156,832,3043,241.734346486696,4676.18931679313,14.5621433887373
"5182","NEW YORK","2020-05-04",318953,25837,58950,235004,1891.65842527367,5974.19196045317,21.7370584380771
"5183","NORTH CAROLINA","2020-05-04",12483,442,0,11529,120.701259090279,1476.51588671969,0
"5184","NORTH DAKOTA","2020-05-04",1225,25,540,660,202.005877134254,5731.03041136642,7.6734693877551
"5185","OHIO","2020-05-04",20474,1057,0,19417,183.231220008126,1388.55328418291,18.6040832275081
"5186","OKLAHOMA","2020-05-04",4044,238,2682,1124,110.56327669745,1745.60932012334,18.620178041543
"5187","OREGON","2020-05-04",2759,109,860,1790,68.8532330573381,1583.62436031878,22.0369699166365
"5188","PENNSYLVANIA","2020-05-04",52816,2838,0,49978,419.590963954152,1951.06302706567,0
"5189","RHODE ISLAND","2020-05-04",9652,341,601,8710,911.115285535337,6998.18097891087,10.9925404061334
"5190","SOUTH CAROLINA","2020-05-04",6757,283,3622,2852,134.068125337923,1273.57774592136,16.4274086132899
"5191","SOUTH DAKOTA","2020-05-04",2668,21,1830,817,362.553200741413,2542.90031689433,7.90854572713643
"5192","TENNESSEE","2020-05-04",13571,219,6081,7271,206.719676633213,3220.79644730354,8.42237123277577
"5193","TEXAS","2020-05-04",32783,972,16090,15792,142.630524898866,1772.48545229992,0
"5194","UTAH","2020-05-04",5317,50,2342,2925,185.527526953308,4349.83017444542,8.29415083693812
"5195","VERMONT","2020-05-04",902,52,0,850,147.72572802416,2838.56132828686,0
"5196","VIRGINIA","2020-05-04",19493,684,2547,16262,246.52122171734,1420.13069051994,20.5714872005335
"5197","WASHINGTON","2020-05-04",15462,841,0,14621,204.810896967615,2808.23530019526,0
"5198","WEST VIRGINIA","2020-05-04",1224,48,611,565,92.5171466623532,4024.11795029169,0
"5199","WISCONSIN","2020-05-04",8236,340,3973,3923,159.162952832225,1714.20973835319,19.6818844099077
"5200","WYOMING","2020-05-04",596,7,391,198,119.861636232001,2102.40527712976,10.0671140939597
"5201","ALABAMA","2020-05-05",8437,315,0,8122,179.935707694155,2276.99606112056,13.1207775275572
"5202","ALASKA","2020-05-05",371,9,277,85,62.0661849706148,3796.24223545334,0
"5203","ARIZONA","2020-05-05",9305,395,1671,7239,127.838463839163,1212.57633728582,15.0134336378291
"5204","ARKANSAS","2020-05-05",3525,83,2041,1401,136.151534920262,2110.25222989177,12.8510638297872
"5205","CALIFORNIA","2020-05-05",58456,2381,0,56075,149.08966446664,1989.10851746376,0
"5206","COLORADO","2020-05-05",17367,903,2743,13721,306.468556488453,1500.03185211864,16.3413370184833
"5207","CONNECTICUT","2020-05-05",30621,2633,4346,23642,858.864938502847,3047.24416295238,25.335554031547
"5208","DELAWARE","2020-05-05",5371,187,1847,3337,551.571017207455,2534.49501111152,0
"5209","FLORIDA","2020-05-05",37439,1471,0,35968,176.327861026574,2193.28235073924,17.4844413579423
"5210","GEORGIA","2020-05-05",29998,1299,0,28699,295.855974810326,1981.21327381235,18.7812520834722
"5211","HAWAII","2020-05-05",625,17,548,60,44.145089724012,2401.42224884269,11.68
"5212","IDAHO","2020-05-05",2127,65,1358,704,132.071031489037,1881.90353661013,9.44992947813822
"5213","ILLINOIS","2020-05-05",65889,2834,0,63055,561.442980633459,2950.71778281106,0
"5214","INDIANA","2020-05-05",21033,1326,0,19822,321.409218895983,1770.08108503767,0
"5215","IOWA","2020-05-05",10111,207,3572,6332,385.811036920105,2311.1649387018,0
"5216","KANSAS","2020-05-05",5648,161,296,5191,231.618937636765,1644.13357785644,10.0212464589235
"5217","KENTUCKY","2020-05-05",5822,275,1892,3655,170.069666634826,1754.06617526991,26.2624527653727
"5218","LOUISIANA","2020-05-05",29996,2115,20316,7565,652.474753473042,4094.41176560156,0
"5219","MAINE","2020-05-05",1226,61,741,424,104.428767825718,1769.32656221518,15.252854812398
"5220","MARYLAND","2020-05-05",27117,1390,1810,23917,456.258985906061,2357.31285549275,19.6813806837039
"5221","MASSACHUSETTS","2020-05-05",74343,4212,0,66059,1023.79566221022,4856.64442233804,9.72093751334121
"5222","MICHIGAN","2020-05-05",46914,4391,15659,24609,557.92086086319,2796.89664914872,0
"5223","MINNESOTA","2020-05-05",7851,455,4614,2782,158.720018372787,1779.23705221891,17.1952617500955
"5224","MISSISSIPPI","2020-05-05",8207,342,4421,3444,283.468602924973,2773.82680196159,16.4737419276228
"5225","MISSOURI","2020-05-05",9195,524,0,8712,155.662914782533,1622.43730476003,0
"5226","MONTANA","2020-05-05",456,16,410,30,52.6566796037354,1763.53686602686,13.5964912280702
"5227","NEBRASKA","2020-05-05",6373,78,0,6295,417.82711542597,2269.03791586025,0
"5228","NEVADA","2020-05-05",5660,270,200,5190,187.622422802157,1587.29895644143,0
"5229","NEW HAMPSHIRE","2020-05-05",2636,92,1019,1525,198.471857052076,2023.11790553462,10.8497723823976
"5230","NEW JERSEY","2020-05-05",130593,9863,15642,106707,1470.27928922935,3238.19913782524,0
"5231","NEW MEXICO","2020-05-05",4138,162,842,3134,248.151011104428,4900.65264075733,16.1188980183664
"5232","NEW YORK","2020-05-05",321192,26119,58950,237118,1904.93757052137,6102.23281206214,21.7524097735934
"5233","NORTH CAROLINA","2020-05-05",12928,472,0,12038,126.135891004878,1530.56980451962,0
"5234","NORTH DAKOTA","2020-05-05",1266,25,559,682,208.76689016487,6005.92330702585,7.50394944707741
"5235","OHIO","2020-05-05",20969,1135,0,19834,187.661202127107,1438.49126443324,18.8659449663789
"5236","OKLAHOMA","2020-05-05",4127,247,2830,1050,112.832503197422,2171.26699937719,18.7303125757209
"5237","OREGON","2020-05-05",2839,113,860,1866,70.8497023014798,1632.71254785911,21.9091229306094
"5238","PENNSYLVANIA","2020-05-05",53864,3179,0,50685,427.916685898714,1993.10474512923,0
"5239","RHODE ISLAND","2020-05-05",9933,355,639,8939,937.64070982413,7215.19859613484,10.9936575052854
"5240","SOUTH CAROLINA","2020-05-05",6841,296,3622,2923,135.734800271827,1344.66936839964,16.2256979973688
"5241","SOUTH DAKOTA","2020-05-05",2721,24,1895,802,369.755344534252,2584.89017410163,8.08526277104006
"5242","TENNESSEE","2020-05-05",13690,226,6356,7108,208.532339039767,3333.80604725504,8.44411979547115
"5243","TEXAS","2020-05-05",33912,995,16791,16196,147.542517779652,1858.6824434019,0
"5244","UTAH","2020-05-05",5449,56,2387,3006,190.133438850588,4421.50095502885,8.36850798311617
"5245","VERMONT","2020-05-05",907,52,0,855,148.544606782609,2869.02361810115,0
"5246","VIRGINIA","2020-05-05",20257,713,2617,16927,256.183265188947,1438.02570558843,20.3040924124994
"5247","WASHINGTON","2020-05-05",15594,862,0,14732,206.559379595976,2865.39213762996,0
"5248","WEST VIRGINIA","2020-05-05",1246,48,630,568,94.1800365533432,4143.84602244297,0
"5249","WISCONSIN","2020-05-05",8566,353,4131,4082,165.540293098694,1788.22553599129,19.4139621760448
"5250","WYOMING","2020-05-05",604,7,405,192,121.470517255249,2195.11704609444,9.93377483443709
"5251","ALABAMA","2020-05-06",8691,343,0,8122,179.935707694155,2276.99606112056,13.1207775275572
"5252","ALASKA","2020-05-06",372,10,277,85,62.0661849706148,3796.24223545334,0
"5253","ARIZONA","2020-05-06",9707,426,1671,7239,127.838463839163,1212.57633728582,15.0134336378291
"5254","ARKANSAS","2020-05-06",3611,87,2041,1401,136.151534920262,2110.25222989177,12.8510638297872
"5255","CALIFORNIA","2020-05-06",60616,2464,0,56075,149.08966446664,1989.10851746376,0
"5256","COLORADO","2020-05-06",17832,919,2743,13721,306.468556488453,1500.03185211864,16.3413370184833
"5257","CONNECTICUT","2020-05-06",30995,2718,4346,23642,858.864938502847,3047.24416295238,25.335554031547
"5258","DELAWARE","2020-05-06",5778,193,1847,3337,551.571017207455,2534.49501111152,0
"5259","FLORIDA","2020-05-06",38002,1539,0,35968,176.327861026574,2193.28235073924,17.4844413579423
"5260","GEORGIA","2020-05-06",30743,1327,0,28699,295.855974810326,1981.21327381235,18.7812520834722
"5261","HAWAII","2020-05-06",626,17,548,60,44.145089724012,2401.42224884269,11.68
"5262","IDAHO","2020-05-06",2158,66,1358,704,132.071031489037,1881.90353661013,9.44992947813822
"5263","ILLINOIS","2020-05-06",68232,2974,0,63055,561.442980633459,2950.71778281106,0
"5264","INDIANA","2020-05-06",21870,1377,0,19822,321.409218895983,1770.08108503767,0
"5265","IOWA","2020-05-06",10404,219,3572,6332,385.811036920105,2311.1649387018,0
"5266","KANSAS","2020-05-06",5993,164,296,5191,231.618937636765,1644.13357785644,10.0212464589235
"5267","KENTUCKY","2020-05-06",5934,283,1892,3655,170.069666634826,1754.06617526991,26.2624527653727
"5268","LOUISIANA","2020-05-06",30399,2167,20316,7565,652.474753473042,4094.41176560156,0
"5269","MAINE","2020-05-06",1254,62,741,424,104.428767825718,1769.32656221518,15.252854812398
"5270","MARYLAND","2020-05-06",28163,1437,1810,23917,456.258985906061,2357.31285549275,19.6813806837039
"5271","MASSACHUSETTS","2020-05-06",76048,4420,0,66059,1023.79566221022,4856.64442233804,9.72093751334121
"5272","MICHIGAN","2020-05-06",47738,4465,15659,24609,557.92086086319,2796.89664914872,0
"5273","MINNESOTA","2020-05-06",8579,485,4614,2782,158.720018372787,1779.23705221891,17.1952617500955
