"","Name","date","Confirmed.Cases","Deaths","Recovered","Active","Incident.Rate","Testing.Rate","Hospitalization.Rate"
"7813","ILLINOIS","2020-06-26",140291,6847,0,133444,1107.1100199411,11774.1956740077,0
"7814","INDIANA","2020-06-26",44140,2595,33396,8149,655.653061791365,6742.05637101229,15.7317625736294
"7815","IOWA","2020-06-26",27717,704,17313,9700,878.490810029571,8990.06995090442,0
"7816","KANSAS","2020-06-26",13462,265,779,12418,462.085446333626,5761.78880820948,8.37914128658446
"7817","KENTUCKY","2020-06-26",14859,553,3730,10576,332.589247243476,7850.93268912026,17.4237835655158
"7818","LOUISIANA","2020-06-26",54769,3190,39792,11787,1178.13351161613,14584.5567689168,0
"7819","MAINE","2020-06-26",3102,103,2542,457,230.767170654629,6684.51107414604,11.0573823339781
"7820","MARYLAND","2020-06-26",66115,3142,4903,58070,1093.59079541094,8376.1793545143,16.2217348559328
"7821","MASSACHUSETTS","2020-06-26",103790,8013,0,100058,1567.93548004259,11811.1664224158,10.4478578698991
"7822","MICHIGAN","2020-06-26",69329,6134,49290,13905,694.202390201442,9829.9795421122,0
"7823","MINNESOTA","2020-06-26",34616,1446,30008,3162,613.798914539105,9881.46035060444,11.4571296510284
"7824","MISSISSIPPI","2020-06-26",25066,1022,17242,6802,842.229337308045,9135.76571603102,12.1439399984042
"7825","MISSOURI","2020-06-26",20216,1009,0,19219,329.38879282983,5680.19698153689,0
"7826","MONTANA","2020-06-26",829,22,589,218,77.565219343961,7500.24794672046,11.45958986731
"7827","NEBRASKA","2020-06-26",18524,266,12314,5944,957.6056343853,8529.84478972378,6.9855322824444
"7828","NEVADA","2020-06-26",15240,498,684,14058,494.780134512668,8397.69154549315,0
"7829","NEW HAMPSHIRE","2020-06-26",5671,365,4381,925,417.073922326141,8440.61716055838,9.89243519661435
"7830","NEW JERSEY","2020-06-26",170584,14914,29855,125815,1920.51734988781,15161.4860749432,11.5790461004549
"7831","NEW MEXICO","2020-06-26",11408,489,5047,5872,544.059625272256,15006.9462030523,15.874824684432
"7832","NEW YORK","2020-06-26",391220,32030,70010,289868,2011.04568978399,18923.6150646146,23.0036807934155
"7833","NORTH CAROLINA","2020-06-26",61207,1348,36921,20889,564.049639571918,7977.86325891364,0
"7834","NORTH DAKOTA","2020-06-26",3421,78,3090,253,448.913605454674,13238.5553931307,6.48933060508623
"7835","OHIO","2020-06-26",48638,2788,0,45850,416.097047676896,6172.86189698095,15.5639623339775
"7836","OKLAHOMA","2020-06-26",12347,377,8817,3153,312.031601950077,7853.91148936901,11.2820928160687
"7837","OREGON","2020-06-26",7818,202,2649,4967,185.360063939501,5141.80945848449,13.0723970324891
"7838","PENNSYLVANIA","2020-06-26",88860,6579,65808,16473,694.110891674723,5616.9474915187,0
"7839","RHODE ISLAND","2020-06-26",16661,927,1600,14134,1572.74054831167,21759.1548112494,11.9080487365704
"7840","SOUTH CAROLINA","2020-06-26",30335,694,13456,16185,589.176248671027,6500.08914847475,8.64348112741058
"7841","SOUTH DAKOTA","2020-06-26",6535,88,5652,795,738.702709179469,8705.61425362767,9.77811782708493
"7842","TENNESSEE","2020-06-26",39444,577,25753,13114,577.580831883914,10865.6185945767,6.33302910455329
"7843","TEXAS","2020-06-26",140173,2558,76282,61537,483.423835268189,5853.70729035617,0
"7844","UTAH","2020-06-26",20050,166,11097,8787,625.398086936884,9905.5570908914,6.58852867830424
"7845","VERMONT","2020-06-26",1198,56,941,201,191.990563936223,9870.20604529888,0
"7846","VIRGINIA","2020-06-26",60570,1700,7868,51002,709.62292978318,7105.16841448071,14.3998679214132
"7847","WASHINGTON","2020-06-26",30855,1304,0,29551,405.192824114535,6642.18131495741,13.3074056068708
"7848","WEST VIRGINIA","2020-06-26",2730,92,1907,731,152.331254076814,9037.03769835845,0
"7849","WISCONSIN","2020-06-26",26747,766,21174,4807,459.37832871957,9220.13027541403,12.5285078700415
"7850","WYOMING","2020-06-26",1368,20,1033,315,236.367814582581,5490.02261735887,8.18713450292398
"7851","ALABAMA","2020-06-27",35083,919,18866,15298,715.51450740692,7832.17439276715,7.68748396659351
"7852","ALASKA","2020-06-27",851,14,521,316,116.329139014005,14432.6049662017,0
"7853","ARIZONA","2020-06-27",70124,1580,8659,59885,963.411546293117,6797.17318313104,6.55267811305687
"7854","ARKANSAS","2020-06-27",19310,259,12784,6267,639.869255922519,9409.65682330595,6.92387364060072
"7855","CALIFORNIA","2020-06-27",210692,5899,0,204685,532.959130140564,9774.97520197737,0
"7856","COLORADO","2020-06-27",32006,1674,4430,25902,555.781685425413,5341.15472562034,16.8468412172718
"7857","CONNECTICUT","2020-06-27",46206,4311,8053,33842,1295.99664767521,12048.062329905,22.2222222222222
"7858","DELAWARE","2020-06-27",11091,507,6665,3919,1138.98234069035,10707.1117847856,0
"7859","FLORIDA","2020-06-27",132545,3390,0,129155,617.127400340176,8518.23914223365,10.8883775321589
"7860","GEORGIA","2020-06-27",74985,2776,0,72209,706.244820423939,7438.83897250774,14.254850970194
"7861","HAWAII","2020-06-27",872,18,705,149,61.5874881345206,5247.72013289337,12.5
"7862","IDAHO","2020-06-27",5322,91,3827,1404,297.806738982634,4703.57821343935,5.80608793686584
"7863","ILLINOIS","2020-06-27",141077,6873,0,134204,1113.31275907385,12012.8117340041,0
"7864","INDIANA","2020-06-27",44575,2616,33725,8234,662.114527171502,6877.62831244795,15.6634885025238
"7865","IOWA","2020-06-27",28073,704,17467,9902,889.774236387782,9183.69481501203,0
"7866","KANSAS","2020-06-27",13617,268,779,12570,467.405847773361,5761.78880820948,8.2837629433796
"7867","KENTUCKY","2020-06-27",15167,554,3730,10883,339.483216430567,7850.93268912026,17.0699545064944
"7868","LOUISIANA","2020-06-27",54769,3190,39792,11787,1178.13351161613,14584.5567689168,0
"7869","MAINE","2020-06-27",3154,104,2566,484,234.635608073726,6839.09978485537,10.9384908053266
"7870","MARYLAND","2020-06-27",66450,3157,4935,58358,1099.13194214712,8498.89507880007,16.1790820165538
"7871","MASSACHUSETTS","2020-06-27",103932,8041,0,100403,1573.34715704875,11988.9973207121,10.4294421954391
"7872","MICHIGAN","2020-06-27",69679,6153,51099,12427,697.706996305244,10021.3811011813,0
"7873","MINNESOTA","2020-06-27",35033,1452,30401,3180,621.193014012262,10087.6617481424,11.377843747324
"7874","MISSISSIPPI","2020-06-27",25531,1035,17242,7254,857.853555047143,9318.11545725701,12.0559320042302
"7875","MISSOURI","2020-06-27",20572,1014,0,19568,335.189268208116,5788.90701446925,0
"7876","MONTANA","2020-06-27",852,22,604,226,79.7172097479551,7601.85931970905,11.150234741784
"7877","NEBRASKA","2020-06-27",18775,267,12698,5810,970.581180392141,8715.7414568178,6.98801597869507
"7878","NEVADA","2020-06-27",16339,500,684,15155,530.460145525097,8539.37268112394,0
"7879","NEW HAMPSHIRE","2020-06-27",5717,367,4381,969,420.456994170085,8440.61716055838,9.81283890152178
"7880","NEW JERSEY","2020-06-27",170873,14948,29967,125958,1923.77105195903,15393.1631725959,11.6010136183013
"7881","NEW MEXICO","2020-06-27",11619,491,5149,5979,554.122439168859,15291.5664558245,15.7328513641449
"7882","NEW YORK","2020-06-27",391923,32051,70010,290545,2014.65942405095,19300.2144954335,22.962418638355
"7883","NORTH CAROLINA","2020-06-27",62736,1353,36921,22538,579.819917536892,8153.3576580813,0
"7884","NORTH DAKOTA","2020-06-27",3458,78,3119,261,453.768853452869,13452.8424196456,6.50665124349335
"7885","OHIO","2020-06-27",49455,2804,0,46651,423.086465168405,6372.08168293538,15.4160347790921
"7886","OKLAHOMA","2020-06-27",12646,384,9155,3107,319.587886795228,8230.1083328637,11.3869998418472
"7887","OREGON","2020-06-27",8094,202,2649,5243,191.903857447726,5141.80945848449,12.6266370150729
"7888","PENNSYLVANIA","2020-06-27",89446,6603,65808,17035,698.688305387546,5616.9474915187,0
"7889","RHODE ISLAND","2020-06-27",16661,927,1600,14134,1572.74054831167,21759.1548112494,11.9080487365704
"7890","SOUTH CAROLINA","2020-06-27",31939,711,13456,17772,620.329659017766,6820.42156546275,8.2093991671624
"7891","SOUTH DAKOTA","2020-06-27",6626,91,5717,818,748.989158534531,8828.26038055341,9.73437971626924
"7892","TENNESSEE","2020-06-27",40172,584,26159,13429,588.24097907009,10961.1059844133,6.3825550134422
"7893","TEXAS","2020-06-27",145894,2603,78248,65258,503.154223870625,5941.62322572644,0
"7894","UTAH","2020-06-27",20628,167,11658,8803,643.427019318407,10068.8156239102,6.61721931355439
"7895","VERMONT","2020-06-27",1200,56,946,198,192.311082406901,10051.9400181734,0
"7896","VIRGINIA","2020-06-27",61247,1724,7968,51555,717.554491999842,7239.4660477002,14.3468251506196
"7897","WASHINGTON","2020-06-27",31404,1310,0,30094,412.402380440539,6755.55125987982,13.3549866259075
"7898","WEST VIRGINIA","2020-06-27",2782,93,2042,647,155.232801773515,9187.58338462191,0
"7899","WISCONSIN","2020-06-27",27286,777,21606,4903,468.635625582016,9376.66274963357,12.3946346111559
"7900","WYOMING","2020-06-27",1392,20,1054,318,240.514618347188,5494.16942112347,7.97413793103448
"7901","ALABAMA","2020-06-28",35441,919,18866,15656,722.81588396114,7878.14451218953,7.62675996726955
"7902","ALASKA","2020-06-28",880,14,521,345,120.293351741861,14804.2840836859,0
"7903","ARIZONA","2020-06-28",73920,1594,8926,63400,1015.5635945181,7005.30052205629,6.24594155844156
"7904","ARKANSAS","2020-06-28",19818,264,13270,6284,656.702688444975,9650.12969695845,6.92804521142396
"7905","CALIFORNIA","2020-06-28",215487,5932,0,209364,544.884553825281,10011.9702199494,0
"7906","COLORADO","2020-06-28",32290,1676,4442,26172,560.71332320148,5447.56696608422,16.720346856612
"7907","CONNECTICUT","2020-06-28",46303,4316,8053,33934,1298.71732626293,12302.6000431382,22.1756689631341
"7908","DELAWARE","2020-06-28",11226,507,6665,4054,1152.84606947885,10921.1266795651,0
"7909","FLORIDA","2020-06-28",141075,3419,0,137656,656.842943928404,8762.08233670056,10.3065745171008
"7910","GEORGIA","2020-06-28",77210,2778,0,74432,727.200941320695,7600.13046480299,13.8725553684756
"7911","HAWAII","2020-06-28",899,18,714,167,63.4944401753831,5330.8491163043,12.2358175750834
"7912","IDAHO","2020-06-28",5322,91,3898,1333,297.806738982634,4831.66532834564,5.86245772266065
"7913","ILLINOIS","2020-06-28",141723,6888,0,134835,1118.41068462062,12200.5432368402,0
"7914","INDIANA","2020-06-28",44930,2619,33935,8376,667.38767707943,6989.3002589488,15.5864678388605
"7915","IOWA","2020-06-28",28520,706,17620,10194,903.941909371266,9379.03121008409,0
"7916","KANSAS","2020-06-28",13847,269,779,12799,475.300637006516,5761.78880820948,8.14616884523724
"7917","KENTUCKY","2020-06-28",15232,558,3730,10944,340.938112525245,8024.11009042067,17.0036764705882
"7918","LOUISIANA","2020-06-28",56236,3199,39792,13245,1209.6900830624,14974.0126148846,0
"7919","MAINE","2020-06-28",3191,104,2577,510,237.388150083469,6955.37608651016,10.842995926042
"7920","MARYLAND","2020-06-28",66777,3168,4976,58633,1104.54076299109,8592.46602532718,16.1627506476781
"7921","MASSACHUSETTS","2020-06-28",104005,8060,0,100608,1576.59706495594,12126.1318275814,10.416225717099
"7922","MICHIGAN","2020-06-28",69946,6157,51099,12690,700.38051010443,10180.1697971644,0
"7923","MINNESOTA","2020-06-28",35549,1460,30809,3280,630.342547173291,10380.4113459885,11.2802047877577
"7924","MISSISSIPPI","2020-06-28",25892,1039,17242,7611,869.983324087605,9414.44799974732,11.9805345280395
"7925","MISSOURI","2020-06-28",20796,1014,0,19685,337.095604217271,5884.76149944244,0
"7926","MONTANA","2020-06-28",863,22,604,237,80.7464225498654,7716.66332952213,11.2398609501738
"7927","NEBRASKA","2020-06-28",18899,267,13053,5579,976.991410291934,8932.8621469721,6.95804010794222
"7928","NEVADA","2020-06-28",17160,500,684,15976,557.114639648122,8687.2223354921,0
"7929","NEW HAMPSHIRE","2020-06-28",5747,367,4401,979,422.663345372656,8539.24105931334,9.77901513833304
"7930","NEW JERSEY","2020-06-28",171182,14975,30092,126115,1927.24992372377,15624.896562672,11.5905877954458
"7931","NEW MEXICO","2020-06-28",11809,492,5251,6066,563.183740781914,15402.2574086871,15.6744855618596
"7932","NEW YORK","2020-06-28",392539,32078,70010,291132,2017.82593942569,19618.4390097011,22.9263843847363
"7933","NORTH CAROLINA","2020-06-28",64069,1352,36921,23975,593.511646169119,8313.29154114326,0
"7934","NORTH DAKOTA","2020-06-28",3495,79,3139,277,458.624101451063,13637.341843577,6.46638054363376
"7935","OHIO","2020-06-28",50309,2807,0,47502,430.392416866996,6474.10835735856,15.2676459480411
"7936","OKLAHOMA","2020-06-28",12947,385,9397,3165,327.194715351717,8239.00402605933,11.2458484591025
"7937","OREGON","2020-06-28",8341,202,2649,5490,197.760078449652,5154.20947299464,12.2527274907085
"7938","PENNSYLVANIA","2020-06-28",89863,6606,66686,16571,701.945611732677,5803.6450429695,0
"7939","RHODE ISLAND","2020-06-28",16661,927,1600,14134,1572.74054831167,21759.1548112494,11.9080487365704
"7940","SOUTH CAROLINA","2020-06-28",33320,716,13456,19148,647.15189074398,6988.19161444974,7.86914765906363
"7941","SOUTH DAKOTA","2020-06-28",6681,91,5752,838,755.206243309569,8917.89943921895,9.75901811106122
"7942","TENNESSEE","2020-06-28",40172,584,26159,13429,588.24097907009,10961.1059844133,6.3825550134422
"7943","TEXAS","2020-06-28",150722,2628,79974,67776,517.83906824559,6122.31440734634,0
"7944","UTAH","2020-06-28",21100,167,11931,9002,658.149607699165,10244.9564217622,6.61611374407583
"7945","VERMONT","2020-06-28",1202,56,946,200,192.63160087758,10234.9560649306,0
"7946","VIRGINIA","2020-06-28",61736,1732,8005,51999,723.28349336461,7361.33327100555,14.2914992872878
"7947","WASHINGTON","2020-06-28",31752,1310,0,30442,416.972372428608,6904.9164577887,13.3534895439657
"7948","WEST VIRGINIA","2020-06-28",2832,93,2062,677,158.022751481882,9290.97892081397,0
"7949","WISCONSIN","2020-06-28",27743,777,21953,5013,476.484576725129,9488.36861010361,12.2301121003496
"7950","WYOMING","2020-06-28",1417,20,1057,340,244.834205601986,5498.48900837827,7.90402258292167
"7951","ALABAMA","2020-06-29",37175,929,18866,17380,758.180651963979,8021.17399200724,7.33019502353732
"7952","ALASKA","2020-06-29",901,14,525,362,123.163988544792,14860.1931528477,0
"7953","ARIZONA","2020-06-29",74545,1598,9179,63768,1024.15027263733,7026.27949403721,6.21637936816688
"7954","ARKANSAS","2020-06-29",20257,265,14066,5926,671.249690172059,10025.0380740432,6.81245989040825
"7955","CALIFORNIA","2020-06-29",223646,5983,0,217663,566.017254964369,10279.5836113802,0
"7956","COLORADO","2020-06-29",32494,1681,4459,26354,564.255767237811,5549.2212179895,16.6215301286391
"7957","CONNECTICUT","2020-06-29",46362,4320,8053,33989,1300.37217200186,12480.7904665178,22.147448341314
"7958","DELAWARE","2020-06-29",11376,507,6665,4204,1168.25021257717,11289.2856996151,0
"7959","FLORIDA","2020-06-29",146341,3447,0,142894,681.361355714524,8905.70081941128,10.0115483699032
"7960","GEORGIA","2020-06-29",79417,2784,0,76633,747.987529554017,7752.51207378664,13.6293236964378
"7961","HAWAII","2020-06-29",900,18,719,163,63.5650680287484,5449.29202639787,12.3333333333333
"7962","IDAHO","2020-06-29",5752,91,3898,1763,321.868538637375,4831.66532834564,5.42420027816412
"7963","ILLINOIS","2020-06-29",142461,6902,0,135559,1124.2346305239,12412.9673233231,0
"7964","INDIANA","2020-06-29",45228,2624,34348,8256,671.814152213408,7078.18625627004,15.5302025294066
"7965","IOWA","2020-06-29",28845,711,17851,10283,914.242790175812,9535.28764813459,0
"7966","KANSAS","2020-06-29",14209,273,794,13142,487.72634875609,6066.11577056232,8.10753747624745
"7967","KENTUCKY","2020-06-29",15347,560,3939,10848,343.512159461984,8090.13999010223,16.9544536391477
"7968","LOUISIANA","2020-06-29",57081,3199,42225,11657,1227.8668403031,15157.4150198955,0
"7969","MAINE","2020-06-29",3219,105,2623,491,239.471154847598,6957.45909127429,10.7797452625039
"7970","MARYLAND","2020-06-29",67254,3175,4979,59100,1112.43069431396,8755.22687274219,16.0912362089987
"7971","MASSACHUSETTS","2020-06-29",104213,8095,0,100674,1578.06242521766,12220.3356313374,10.4304574874963
"7972","MICHIGAN","2020-06-29",70223,6161,51099,12963,703.154155506582,10307.2968802898,0
"7973","MINNESOTA","2020-06-29",35861,1470,31225,3166,635.874823038099,10514.0725494146,11.2406235185857
"7974","MISSISSIPPI","2020-06-29",26567,1059,19388,6120,892.663640160489,9526.47196091325,11.7250724583129
"7975","MISSOURI","2020-06-29",21315,1016,0,19821,339.311516159538,5986.31869897292,0
"7976","MONTANA","2020-06-29",919,22,609,288,85.9860513595901,8303.22106181078,10.8813928182807
"7977","NEBRASKA","2020-06-29",19042,269,13322,5451,984.383852837664,9060.75657255346,6.91103875643315
"7978","NEVADA","2020-06-29",17894,504,689,16701,580.944601507196,8863.73936904494,0
"7979","NEW HAMPSHIRE","2020-06-29",5760,367,4435,958,423.619430893771,8700.23115206099,9.80902777777778
"7980","NEW JERSEY","2020-06-29",171272,14992,30163,126117,1928.26318734456,15806.7323486663,11.5880003736746
"7981","NEW MEXICO","2020-06-29",11982,493,5264,6225,571.434294355906,15788.0304020976,15.5650141879486
"7982","NEW YORK","2020-06-29",392930,32109,70435,291565,2021.75838140894,19857.0996847312,22.8817911844273
"7983","NORTH CAROLINA","2020-06-29",65331,1357,45538,16841,607.699175559616,8450.5902126642,0
"7984","NORTH DAKOTA","2020-06-29",3539,79,3163,297,464.397909881348,13869.0815183017,6.41424131110483
"7985","OHIO","2020-06-29",51046,2818,0,48228,436.697436072923,6624.82141482236,15.1745484464992
"7986","OKLAHOMA","2020-06-29",13175,385,9587,3203,332.95669844434,8243.50241636848,11.3017077798861
"7987","OREGON","2020-06-29",8485,204,2700,5581,201.174231584378,5574.86159046901,12.080141426046
"7988","PENNSYLVANIA","2020-06-29",90467,6614,67070,16783,706.663628597088,5881.03145534651,0
"7989","RHODE ISLAND","2020-06-29",16764,946,1627,14191,1582.46339066664,22515.459791327,11.9005010737294
"7990","SOUTH CAROLINA","2020-06-29",34644,720,13456,20468,672.867049907996,7172.76197512622,7.56841011430551
"7991","SOUTH DAKOTA","2020-06-29",6716,91,5818,807,759.162569984593,8981.65281763934,9.78260869565217
"7992","TENNESSEE","2020-06-29",42297,592,26962,14743,619.357480128636,11380.6735631571,6.14464382816748
"7993","TEXAS","2020-06-29",156706,2655,81335,72955,540.442278680893,6273.95663542694,0
"7994","UTAH","2020-06-29",21664,168,12205,9291,675.74185313719,10415.1395620279,6.54080502215657
"7995","VERMONT","2020-06-29",1208,56,949,203,193.593156289614,10415.7284823931,0
"7996","VIRGINIA","2020-06-29",62189,1740,8023,52426,728.590727757738,7455.57475766851,14.1873964849089
"7997","WASHINGTON","2020-06-29",32253,1320,0,30933,423.551585032121,7018.39145999819,13.2545809692122
"7998","WEST VIRGINIA","2020-06-29",2870,93,2196,581,160.14311326024,9466.57835545857,0
"7999","WISCONSIN","2020-06-29",28058,777,22217,5064,481.894685281104,9590.35345012069,12.1427043980326
"8000","WYOMING","2020-06-29",1450,20,1070,360,250.53606077832,5504.19086355461,7.72413793103448
"8001","ALABAMA","2020-06-30",38045,950,18866,18229,775.924220685126,8293.62954895644,7.27822315678801
"8002","ALASKA","2020-06-30",937,14,526,397,128.085080206959,15335.3518922281,0
"8003","ARIZONA","2020-06-30",79228,1645,9411,68172,1088.48853444913,7313.8713869491,5.97768465693947
"8004","ARKANSAS","2020-06-30",20777,270,14531,5976,688.480762832841,10312.233663949,6.80078933436011
"8005","CALIFORNIA","2020-06-30",231418,6082,0,225150,585.216377220791,10546.4554601243,0
"8006","COLORADO","2020-06-30",32698,1690,4479,26529,567.798211274141,5623.75146212641,16.6432197687932
"8007","CONNECTICUT","2020-06-30",46514,4322,8053,34139,1304.63550339706,13081.527517981,22.0750741712173
"8008","DELAWARE","2020-06-30",11474,509,6667,4298,1178.31425273475,11386.8452725712,0
"8009","FLORIDA","2020-06-30",152434,3505,0,148929,709.73026627526,9055.86561563725,9.76094572077096
"8010","GEORGIA","2020-06-30",81291,2805,0,78486,765.637763513802,7853.86435107653,13.5943708405605
"8011","HAWAII","2020-06-30",917,18,722,177,64.7657415359581,5490.82120417665,12.1046892039258
"8012","IDAHO","2020-06-30",6117,92,4073,1952,342.293089507097,4997.18812690081,5.2640183096289
"8013","ILLINOIS","2020-06-30",143185,6923,0,136262,1129.94809506858,12658.1491326306,0
"8014","INDIANA","2020-06-30",45594,2640,34646,8308,677.250695498765,7192.2199797719,15.495459928938
"8015","IOWA","2020-06-30",29074,716,23212,5146,921.500949265785,9641.24409284105,0
"8016","KANSAS","2020-06-30",14370,273,794,13303,493.252701219299,6066.11577056232,8.01670146137787
"8017","KENTUCKY","2020-06-30",15624,565,3990,11069,349.712255126998,8302.6219689758,16.7754736303123
"8018","LOUISIANA","2020-06-30",58095,3221,42225,12649,1249.67894899193,15670.9675670722,0
"8019","MAINE","2020-06-30",3253,105,2646,502,242.00051777547,7063.76672727219,10.6978173993237
"8020","MARYLAND","2020-06-30",67559,3190,4982,59387,1117.47561895436,8863.43637109473,16.0511552864903
"8021","MASSACHUSETTS","2020-06-30",104440,8054,0,100829,1579.71639620614,12305.2684924475,10.4121893425911
"8022","MICHIGAN","2020-06-30",70728,6193,51099,13436,708.210801456354,10464.3232600607,0
"8023","MINNESOTA","2020-06-30",36303,1476,31601,3226,643.712213846577,10733.2535172508,11.1671211745586
"8024","MISSISSIPPI","2020-06-30",27247,1073,19388,6786,915.511958574655,10069.7579321465,11.5829265607223
"8025","MISSOURI","2020-06-30",21812,1019,0,19996,342.179166908353,6077.57842535994,0
"8026","MONTANA","2020-06-30",967,22,642,303,90.4771617679256,8501.39130857858,10.4446742502585
"8027","NEBRASKA","2020-06-30",19177,274,13547,5356,991.362732164052,9209.8978085285,6.93539135422642
"8028","NEVADA","2020-06-30",18456,507,689,17260,599.190430614553,9011.49162574883,0
"8029","NEW HAMPSHIRE","2020-06-30",5782,371,4435,976,425.237421775657,8700.23115206099,9.77170529228641
"8030","NEW JERSEY","2020-06-30",171667,15035,30213,126419,1932.71028879139,16013.775881849,11.5613367741034
"8031","NEW MEXICO","2020-06-30",12147,497,5296,6354,579.303319440927,16106.2251618992,15.4441425866469
"8032","NEW YORK","2020-06-30",393454,32070,70487,290935,2022.52944846447,20124.531441827,22.8730677537908
"8033","NORTH CAROLINA","2020-06-30",67226,1380,45538,18409,622.868771836686,8676.82791251481,0
"8034","NORTH DAKOTA","2020-06-30",3576,79,3195,302,469.253157879543,13925.6385963347,6.45973154362416
"8035","OHIO","2020-06-30",51789,2863,0,48926,443.053785150268,6740.71570950715,15.136418930661
"8036","OKLAHOMA","2020-06-30",13757,387,10085,3285,347.664918443931,8632.79008109991,11.0489205495384
"8037","OREGON","2020-06-30",8656,207,2722,5727,205.228538431865,5634.15879178811,11.9916820702403
"8038","PENNSYLVANIA","2020-06-30",91139,6649,67552,16938,711.912812923054,5969.28336682683,0
"8039","RHODE ISLAND","2020-06-30",16813,950,1631,14232,1587.08882052483,22870.5795286026,11.9015047879617
"8040","SOUTH CAROLINA","2020-06-30",36399,739,15471,20189,706.953231428275,7391.59331825384,7.8408747493063
"8041","SOUTH DAKOTA","2020-06-30",6764,91,5872,801,764.588389424626,9052.97973569477,9.84624482554701
"8042","TENNESSEE","2020-06-30",43509,604,27599,15306,637.104868026499,11613.8057106174,6.12516950515985
"8043","TEXAS","2020-06-30",163060,2708,84818,75787,562.355735975051,6446.71565592368,0
"8044","UTAH","2020-06-30",22217,172,12398,9647,692.990987405325,10628.7418612471,6.4995273889364
"8045","VERMONT","2020-06-30",1208,56,953,199,193.593156289614,10539.2883528396,0
"8046","VIRGINIA","2020-06-30",62787,1763,8080,52944,735.596745786636,7557.05657734462,14.3055091022027
"8047","WASHINGTON","2020-06-30",32824,1332,0,31492,431.050048897601,7199.31324051435,13.1702412868633
"8048","WEST VIRGINIA","2020-06-30",2905,93,2272,540,162.096078056097,9584.25843415747,0
"8049","WISCONSIN","2020-06-30",28659,784,22587,5288,492.216828906949,9810.34735644921,12.0241459925329
"8050","WYOMING","2020-06-30",1487,20,1097,370,256.929049915422,5817.96568174318,7.86819098856759
"8051","ALABAMA","2020-07-01",38962,972,18866,19124,794.626350015347,8442.53276186805,7.19418920999949
"8052","ALASKA","2020-07-01",975,14,528,433,133.279565850358,15638.135726442,0
"8053","ARIZONA","2020-07-01",84105,1725,9715,72665,1155.49210114914,7550.72631619006,5.7511444028298
"8054","ARKANSAS","2020-07-01",21197,277,15163,5757,702.398167674243,10433.3482227474,6.83115535217248
"8055","CALIFORNIA","2020-07-01",238681,6169,0,232512,604.068771326787,10766.734131866,0
"8056","COLORADO","2020-07-01",33012,1697,4502,26813,573.25079670261,5687.06396681494,16.6272870471344
"8057","CONNECTICUT","2020-07-01",46572,4324,8053,34195,1306.26230090313,13402.5956395656,22.0475822382547
"8058","DELAWARE","2020-07-01",11510,509,6676,4325,1182.01124707835,11438.5004990942,0
"8059","FLORIDA","2020-07-01",158997,3550,0,155447,740.287489319755,9220.49655417608,9.51275810235413
"8060","GEORGIA","2020-07-01",84242,2827,0,81415,793.431701835747,8053.15941542501,13.3840602074974
"8061","HAWAII","2020-07-01",926,18,736,172,65.4013922162455,5583.69683135199,12.2030237580994
"8062","IDAHO","2020-07-01",6370,92,4233,2045,356.450380931863,5094.38660597124,5.18053375196232
"8063","ILLINOIS","2020-07-01",144013,6951,0,137062,1136.48227827713,12919.2797152043,0
"8064","INDIANA","2020-07-01",45952,2650,35025,8277,682.568407236901,7274.21374735433,15.4400243732591
"8065","IOWA","2020-07-01",29514,717,23607,5190,935.446757124248,9818.79958289357,0
"8066","KANSAS","2020-07-01",14830,277,834,13719,509.042279685609,6287.4444704553,7.76803776129467
"8067","KENTUCKY","2020-07-01",15842,572,4052,11218,354.591752798381,8440.41182065026,16.6330008837268
"8068","LOUISIANA","2020-07-01",60178,3238,43026,13914,1294.48626891189,16178.1313605206,0
"8069","MAINE","2020-07-01",3294,105,2671,518,245.050631894374,7234.05236673977,10.655737704918
"8070","MARYLAND","2020-07-01",67918,3205,5001,59712,1123.41374336716,8975.06980190814,16.0517094142937
"8071","MASSACHUSETTS","2020-07-01",104667,8081,0,100829,1579.71639620614,12454.6191710036,10.4259657243622
"8072","MICHIGAN","2020-07-01",71089,6198,51099,13792,711.825552323419,10632.5643793638,0
"8073","MINNESOTA","2020-07-01",36716,1482,31947,3287,651.035386706083,10942.3274426416,11.1150452118967
"8074","MISSISSIPPI","2020-07-01",27900,1082,19388,7430,937.453064345905,9870.20475117341,11.3870967741935
"8075","MISSOURI","2020-07-01",22104,1033,0,20017,342.73314489392,6350.21706160952,0
"8076","MONTANA","2020-07-01",1016,22,658,336,95.0618369764348,8732.40280020734,10.3346456692913
"8077","NEBRASKA","2020-07-01",19310,276,13737,5297,998.238220685605,9336.60323985426,6.88762299326774
"8078","NEVADA","2020-07-01",19101,511,714,17876,620.130928433495,9223.42894320937,0
"8079","NEW HAMPSHIRE","2020-07-01",5802,373,4463,966,426.708322577371,8764.28888197566,9.73802137194071
"8080","NEW JERSEY","2020-07-01",171928,15078,30300,126550,1935.6487532917,16245.2841022315,11.6641850076776
"8081","NEW MEXICO","2020-07-01",12276,500,5393,6383,585.45546632558,16414.3571078042,15.4936461388074
"8082","NEW YORK","2020-07-01",394079,32088,70590,291446,2025.74222786255,20416.0461932908,22.8367916077741
"8083","NORTH CAROLINA","2020-07-01",68830,1398,45538,19815,636.446084909312,8983.89067059341,0
"8084","NORTH DAKOTA","2020-07-01",3615,80,3210,325,474.370851715477,14070.5086987673,6.47302904564315
