"","Province_State","statefips","date","Population","confirmed","death"
"1073","Minnesota",27,2020-02-12,5639632,0,0
"1074","Mississippi",28,2020-02-12,2976149,0,0
"1075","Missouri",29,2020-02-12,6626371,0,0
"1076","Montana",30,2020-02-12,1068778,0,0
"1077","Nebraska",31,2020-02-12,1934408,0,0
"1078","Nevada",32,2020-02-12,3080156,0,0
"1079","New Hampshire",33,2020-02-12,1359711,0,0
"1080","New Jersey",34,2020-02-12,8882190,0,0
"1081","New Mexico",35,2020-02-12,2096829,0,0
"1082","New York",36,2020-02-12,19453561,0,0
"1083","North Carolina",37,2020-02-12,10488084,0,0
"1084","North Dakota",38,2020-02-12,762062,0,0
"1085","Ohio",39,2020-02-12,11689100,0,0
"1086","Oklahoma",40,2020-02-12,3956971,0,0
"1087","Oregon",41,2020-02-12,4217737,0,0
"1088","Pennsylvania",42,2020-02-12,12801989,0,0
"1089","Rhode Island",44,2020-02-12,1059361,0,0
"1090","South Carolina",45,2020-02-12,5148714,0,0
"1091","South Dakota",46,2020-02-12,884659,0,0
"1092","Tennessee",47,2020-02-12,6829174,0,0
"1093","Texas",48,2020-02-12,28995881,0,0
"1094","Utah",49,2020-02-12,3205958,0,0
"1095","Vermont",50,2020-02-12,623989,0,0
"1096","Virginia",51,2020-02-12,8535519,0,0
"1097","Washington",53,2020-02-12,7614893,1,0
"1098","West Virginia",54,2020-02-12,1792147,0,0
"1099","Wisconsin",55,2020-02-12,5822434,0,0
"1100","Wyoming",56,2020-02-12,578759,0,0
"1101","Alabama",1,2020-02-13,4903185,0,0
"1102","Alaska",2,2020-02-13,731545,0,0
"1103","Arizona",4,2020-02-13,7278717,1,0
"1104","Arkansas",5,2020-02-13,3017804,0,0
"1105","California",6,2020-02-13,39512223,8,0
"1106","Colorado",8,2020-02-13,5758736,0,0
"1107","Connecticut",9,2020-02-13,3565287,0,0
"1108","Delaware",10,2020-02-13,973764,0,0
"1109","Florida",12,2020-02-13,21477737,0,0
"1110","Georgia",13,2020-02-13,10617423,0,0
"1111","Hawaii",15,2020-02-13,1415872,0,0
"1112","Idaho",16,2020-02-13,1787065,0,0
"1113","Illinois",17,2020-02-13,12671821,2,0
"1114","Indiana",18,2020-02-13,6732219,0,0
"1115","Iowa",19,2020-02-13,3155070,0,0
"1116","Kansas",20,2020-02-13,2913314,0,0
"1117","Kentucky",21,2020-02-13,4467673,0,0
"1118","Louisiana",22,2020-02-13,4648794,0,0
"1119","Maine",23,2020-02-13,1344212,0,0
"1120","Maryland",24,2020-02-13,6045680,0,0
"1121","Massachusetts",25,2020-02-13,6892503,2,0
"1122","Michigan",26,2020-02-13,9986857,0,0
"1123","Minnesota",27,2020-02-13,5639632,0,0
"1124","Mississippi",28,2020-02-13,2976149,0,0
"1125","Missouri",29,2020-02-13,6626371,0,0
"1126","Montana",30,2020-02-13,1068778,0,0
"1127","Nebraska",31,2020-02-13,1934408,0,0
"1128","Nevada",32,2020-02-13,3080156,0,0
"1129","New Hampshire",33,2020-02-13,1359711,0,0
"1130","New Jersey",34,2020-02-13,8882190,0,0
"1131","New Mexico",35,2020-02-13,2096829,0,0
"1132","New York",36,2020-02-13,19453561,0,0
"1133","North Carolina",37,2020-02-13,10488084,0,0
"1134","North Dakota",38,2020-02-13,762062,0,0
"1135","Ohio",39,2020-02-13,11689100,0,0
"1136","Oklahoma",40,2020-02-13,3956971,0,0
"1137","Oregon",41,2020-02-13,4217737,0,0
"1138","Pennsylvania",42,2020-02-13,12801989,0,0
"1139","Rhode Island",44,2020-02-13,1059361,0,0
"1140","South Carolina",45,2020-02-13,5148714,0,0
"1141","South Dakota",46,2020-02-13,884659,0,0
"1142","Tennessee",47,2020-02-13,6829174,0,0
"1143","Texas",48,2020-02-13,28995881,0,0
"1144","Utah",49,2020-02-13,3205958,0,0
"1145","Vermont",50,2020-02-13,623989,0,0
"1146","Virginia",51,2020-02-13,8535519,0,0
"1147","Washington",53,2020-02-13,7614893,1,0
"1148","West Virginia",54,2020-02-13,1792147,0,0
"1149","Wisconsin",55,2020-02-13,5822434,0,0
"1150","Wyoming",56,2020-02-13,578759,0,0
"1151","Alabama",1,2020-02-14,4903185,0,0
"1152","Alaska",2,2020-02-14,731545,0,0
"1153","Arizona",4,2020-02-14,7278717,1,0
"1154","Arkansas",5,2020-02-14,3017804,0,0
"1155","California",6,2020-02-14,39512223,8,0
"1156","Colorado",8,2020-02-14,5758736,0,0
"1157","Connecticut",9,2020-02-14,3565287,0,0
"1158","Delaware",10,2020-02-14,973764,0,0
"1159","Florida",12,2020-02-14,21477737,0,0
"1160","Georgia",13,2020-02-14,10617423,0,0
"1161","Hawaii",15,2020-02-14,1415872,0,0
"1162","Idaho",16,2020-02-14,1787065,0,0
"1163","Illinois",17,2020-02-14,12671821,2,0
"1164","Indiana",18,2020-02-14,6732219,0,0
"1165","Iowa",19,2020-02-14,3155070,0,0
"1166","Kansas",20,2020-02-14,2913314,0,0
"1167","Kentucky",21,2020-02-14,4467673,0,0
"1168","Louisiana",22,2020-02-14,4648794,0,0
"1169","Maine",23,2020-02-14,1344212,0,0
"1170","Maryland",24,2020-02-14,6045680,0,0
"1171","Massachusetts",25,2020-02-14,6892503,2,0
"1172","Michigan",26,2020-02-14,9986857,0,0
"1173","Minnesota",27,2020-02-14,5639632,0,0
"1174","Mississippi",28,2020-02-14,2976149,0,0
"1175","Missouri",29,2020-02-14,6626371,0,0
"1176","Montana",30,2020-02-14,1068778,0,0
"1177","Nebraska",31,2020-02-14,1934408,0,0
"1178","Nevada",32,2020-02-14,3080156,0,0
"1179","New Hampshire",33,2020-02-14,1359711,0,0
"1180","New Jersey",34,2020-02-14,8882190,0,0
"1181","New Mexico",35,2020-02-14,2096829,0,0
"1182","New York",36,2020-02-14,19453561,0,0
"1183","North Carolina",37,2020-02-14,10488084,0,0
"1184","North Dakota",38,2020-02-14,762062,0,0
"1185","Ohio",39,2020-02-14,11689100,0,0
"1186","Oklahoma",40,2020-02-14,3956971,0,0
"1187","Oregon",41,2020-02-14,4217737,0,0
"1188","Pennsylvania",42,2020-02-14,12801989,0,0
"1189","Rhode Island",44,2020-02-14,1059361,0,0
"1190","South Carolina",45,2020-02-14,5148714,0,0
"1191","South Dakota",46,2020-02-14,884659,0,0
"1192","Tennessee",47,2020-02-14,6829174,0,0
"1193","Texas",48,2020-02-14,28995881,0,0
"1194","Utah",49,2020-02-14,3205958,0,0
"1195","Vermont",50,2020-02-14,623989,0,0
"1196","Virginia",51,2020-02-14,8535519,0,0
"1197","Washington",53,2020-02-14,7614893,1,0
"1198","West Virginia",54,2020-02-14,1792147,0,0
"1199","Wisconsin",55,2020-02-14,5822434,0,0
"1200","Wyoming",56,2020-02-14,578759,0,0
"1201","Alabama",1,2020-02-15,4903185,0,0
"1202","Alaska",2,2020-02-15,731545,0,0
"1203","Arizona",4,2020-02-15,7278717,1,0
"1204","Arkansas",5,2020-02-15,3017804,0,0
"1205","California",6,2020-02-15,39512223,8,0
"1206","Colorado",8,2020-02-15,5758736,0,0
"1207","Connecticut",9,2020-02-15,3565287,0,0
"1208","Delaware",10,2020-02-15,973764,0,0
"1209","Florida",12,2020-02-15,21477737,0,0
"1210","Georgia",13,2020-02-15,10617423,0,0
"1211","Hawaii",15,2020-02-15,1415872,0,0
"1212","Idaho",16,2020-02-15,1787065,0,0
"1213","Illinois",17,2020-02-15,12671821,2,0
"1214","Indiana",18,2020-02-15,6732219,0,0
"1215","Iowa",19,2020-02-15,3155070,0,0
"1216","Kansas",20,2020-02-15,2913314,0,0
"1217","Kentucky",21,2020-02-15,4467673,0,0
"1218","Louisiana",22,2020-02-15,4648794,0,0
"1219","Maine",23,2020-02-15,1344212,0,0
"1220","Maryland",24,2020-02-15,6045680,0,0
"1221","Massachusetts",25,2020-02-15,6892503,2,0
"1222","Michigan",26,2020-02-15,9986857,0,0
"1223","Minnesota",27,2020-02-15,5639632,0,0
"1224","Mississippi",28,2020-02-15,2976149,0,0
"1225","Missouri",29,2020-02-15,6626371,0,0
"1226","Montana",30,2020-02-15,1068778,0,0
"1227","Nebraska",31,2020-02-15,1934408,0,0
"1228","Nevada",32,2020-02-15,3080156,0,0
"1229","New Hampshire",33,2020-02-15,1359711,0,0
"1230","New Jersey",34,2020-02-15,8882190,0,0
"1231","New Mexico",35,2020-02-15,2096829,0,0
"1232","New York",36,2020-02-15,19453561,0,0
"1233","North Carolina",37,2020-02-15,10488084,0,0
"1234","North Dakota",38,2020-02-15,762062,0,0
"1235","Ohio",39,2020-02-15,11689100,0,0
"1236","Oklahoma",40,2020-02-15,3956971,0,0
"1237","Oregon",41,2020-02-15,4217737,0,0
"1238","Pennsylvania",42,2020-02-15,12801989,0,0
"1239","Rhode Island",44,2020-02-15,1059361,0,0
"1240","South Carolina",45,2020-02-15,5148714,0,0
"1241","South Dakota",46,2020-02-15,884659,0,0
"1242","Tennessee",47,2020-02-15,6829174,0,0
"1243","Texas",48,2020-02-15,28995881,0,0
"1244","Utah",49,2020-02-15,3205958,0,0
"1245","Vermont",50,2020-02-15,623989,0,0
"1246","Virginia",51,2020-02-15,8535519,0,0
"1247","Washington",53,2020-02-15,7614893,1,0
"1248","West Virginia",54,2020-02-15,1792147,0,0
"1249","Wisconsin",55,2020-02-15,5822434,0,0
"1250","Wyoming",56,2020-02-15,578759,0,0
"1251","Alabama",1,2020-02-16,4903185,0,0
"1252","Alaska",2,2020-02-16,731545,0,0
"1253","Arizona",4,2020-02-16,7278717,1,0
"1254","Arkansas",5,2020-02-16,3017804,0,0
"1255","California",6,2020-02-16,39512223,8,0
"1256","Colorado",8,2020-02-16,5758736,0,0
"1257","Connecticut",9,2020-02-16,3565287,0,0
"1258","Delaware",10,2020-02-16,973764,0,0
"1259","Florida",12,2020-02-16,21477737,0,0
"1260","Georgia",13,2020-02-16,10617423,0,0
"1261","Hawaii",15,2020-02-16,1415872,0,0
"1262","Idaho",16,2020-02-16,1787065,0,0
"1263","Illinois",17,2020-02-16,12671821,2,0
"1264","Indiana",18,2020-02-16,6732219,0,0
"1265","Iowa",19,2020-02-16,3155070,0,0
"1266","Kansas",20,2020-02-16,2913314,0,0
"1267","Kentucky",21,2020-02-16,4467673,0,0
"1268","Louisiana",22,2020-02-16,4648794,0,0
"1269","Maine",23,2020-02-16,1344212,0,0
"1270","Maryland",24,2020-02-16,6045680,0,0
"1271","Massachusetts",25,2020-02-16,6892503,2,0
"1272","Michigan",26,2020-02-16,9986857,0,0
"1273","Minnesota",27,2020-02-16,5639632,0,0
"1274","Mississippi",28,2020-02-16,2976149,0,0
"1275","Missouri",29,2020-02-16,6626371,0,0
"1276","Montana",30,2020-02-16,1068778,0,0
"1277","Nebraska",31,2020-02-16,1934408,0,0
"1278","Nevada",32,2020-02-16,3080156,0,0
"1279","New Hampshire",33,2020-02-16,1359711,0,0
"1280","New Jersey",34,2020-02-16,8882190,0,0
"1281","New Mexico",35,2020-02-16,2096829,0,0
"1282","New York",36,2020-02-16,19453561,0,0
"1283","North Carolina",37,2020-02-16,10488084,0,0
"1284","North Dakota",38,2020-02-16,762062,0,0
"1285","Ohio",39,2020-02-16,11689100,0,0
"1286","Oklahoma",40,2020-02-16,3956971,0,0
"1287","Oregon",41,2020-02-16,4217737,0,0
"1288","Pennsylvania",42,2020-02-16,12801989,0,0
"1289","Rhode Island",44,2020-02-16,1059361,0,0
"1290","South Carolina",45,2020-02-16,5148714,0,0
"1291","South Dakota",46,2020-02-16,884659,0,0
"1292","Tennessee",47,2020-02-16,6829174,0,0
"1293","Texas",48,2020-02-16,28995881,0,0
"1294","Utah",49,2020-02-16,3205958,0,0
"1295","Vermont",50,2020-02-16,623989,0,0
"1296","Virginia",51,2020-02-16,8535519,0,0
"1297","Washington",53,2020-02-16,7614893,1,0
"1298","West Virginia",54,2020-02-16,1792147,0,0
"1299","Wisconsin",55,2020-02-16,5822434,0,0
"1300","Wyoming",56,2020-02-16,578759,0,0
"1301","Alabama",1,2020-02-17,4903185,0,0
"1302","Alaska",2,2020-02-17,731545,0,0
"1303","Arizona",4,2020-02-17,7278717,1,0
"1304","Arkansas",5,2020-02-17,3017804,0,0
"1305","California",6,2020-02-17,39512223,8,0
"1306","Colorado",8,2020-02-17,5758736,0,0
"1307","Connecticut",9,2020-02-17,3565287,0,0
"1308","Delaware",10,2020-02-17,973764,0,0
"1309","Florida",12,2020-02-17,21477737,0,0
"1310","Georgia",13,2020-02-17,10617423,0,0
"1311","Hawaii",15,2020-02-17,1415872,0,0
"1312","Idaho",16,2020-02-17,1787065,0,0
"1313","Illinois",17,2020-02-17,12671821,2,0
"1314","Indiana",18,2020-02-17,6732219,0,0
"1315","Iowa",19,2020-02-17,3155070,0,0
"1316","Kansas",20,2020-02-17,2913314,0,0
"1317","Kentucky",21,2020-02-17,4467673,0,0
"1318","Louisiana",22,2020-02-17,4648794,0,0
"1319","Maine",23,2020-02-17,1344212,0,0
"1320","Maryland",24,2020-02-17,6045680,0,0
"1321","Massachusetts",25,2020-02-17,6892503,2,0
"1322","Michigan",26,2020-02-17,9986857,0,0
"1323","Minnesota",27,2020-02-17,5639632,0,0
"1324","Mississippi",28,2020-02-17,2976149,0,0
"1325","Missouri",29,2020-02-17,6626371,0,0
"1326","Montana",30,2020-02-17,1068778,0,0
"1327","Nebraska",31,2020-02-17,1934408,0,0
"1328","Nevada",32,2020-02-17,3080156,0,0
"1329","New Hampshire",33,2020-02-17,1359711,0,0
"1330","New Jersey",34,2020-02-17,8882190,0,0
"1331","New Mexico",35,2020-02-17,2096829,0,0
"1332","New York",36,2020-02-17,19453561,0,0
"1333","North Carolina",37,2020-02-17,10488084,0,0
"1334","North Dakota",38,2020-02-17,762062,0,0
"1335","Ohio",39,2020-02-17,11689100,0,0
"1336","Oklahoma",40,2020-02-17,3956971,0,0
"1337","Oregon",41,2020-02-17,4217737,0,0
"1338","Pennsylvania",42,2020-02-17,12801989,0,0
"1339","Rhode Island",44,2020-02-17,1059361,0,0
"1340","South Carolina",45,2020-02-17,5148714,0,0
"1341","South Dakota",46,2020-02-17,884659,0,0
"1342","Tennessee",47,2020-02-17,6829174,0,0
"1343","Texas",48,2020-02-17,28995881,0,0
"1344","Utah",49,2020-02-17,3205958,0,0
"1345","Vermont",50,2020-02-17,623989,0,0
"1346","Virginia",51,2020-02-17,8535519,0,0
"1347","Washington",53,2020-02-17,7614893,1,0
"1348","West Virginia",54,2020-02-17,1792147,0,0
"1349","Wisconsin",55,2020-02-17,5822434,0,0
"1350","Wyoming",56,2020-02-17,578759,0,0
"1351","Alabama",1,2020-02-18,4903185,0,0
"1352","Alaska",2,2020-02-18,731545,0,0
"1353","Arizona",4,2020-02-18,7278717,1,0
"1354","Arkansas",5,2020-02-18,3017804,0,0
"1355","California",6,2020-02-18,39512223,8,0
"1356","Colorado",8,2020-02-18,5758736,0,0
"1357","Connecticut",9,2020-02-18,3565287,0,0
"1358","Delaware",10,2020-02-18,973764,0,0
"1359","Florida",12,2020-02-18,21477737,0,0
"1360","Georgia",13,2020-02-18,10617423,0,0
"1361","Hawaii",15,2020-02-18,1415872,0,0
"1362","Idaho",16,2020-02-18,1787065,0,0
"1363","Illinois",17,2020-02-18,12671821,2,0
"1364","Indiana",18,2020-02-18,6732219,0,0
"1365","Iowa",19,2020-02-18,3155070,0,0
"1366","Kansas",20,2020-02-18,2913314,0,0
"1367","Kentucky",21,2020-02-18,4467673,0,0
"1368","Louisiana",22,2020-02-18,4648794,0,0
"1369","Maine",23,2020-02-18,1344212,0,0
"1370","Maryland",24,2020-02-18,6045680,0,0
"1371","Massachusetts",25,2020-02-18,6892503,2,0
"1372","Michigan",26,2020-02-18,9986857,0,0
"1373","Minnesota",27,2020-02-18,5639632,0,0
"1374","Mississippi",28,2020-02-18,2976149,0,0
"1375","Missouri",29,2020-02-18,6626371,0,0
"1376","Montana",30,2020-02-18,1068778,0,0
"1377","Nebraska",31,2020-02-18,1934408,0,0
"1378","Nevada",32,2020-02-18,3080156,0,0
"1379","New Hampshire",33,2020-02-18,1359711,0,0
"1380","New Jersey",34,2020-02-18,8882190,0,0
"1381","New Mexico",35,2020-02-18,2096829,0,0
"1382","New York",36,2020-02-18,19453561,0,0
"1383","North Carolina",37,2020-02-18,10488084,0,0
"1384","North Dakota",38,2020-02-18,762062,0,0
"1385","Ohio",39,2020-02-18,11689100,0,0
"1386","Oklahoma",40,2020-02-18,3956971,0,0
"1387","Oregon",41,2020-02-18,4217737,0,0
"1388","Pennsylvania",42,2020-02-18,12801989,0,0
"1389","Rhode Island",44,2020-02-18,1059361,0,0
"1390","South Carolina",45,2020-02-18,5148714,0,0
"1391","South Dakota",46,2020-02-18,884659,0,0
"1392","Tennessee",47,2020-02-18,6829174,0,0
"1393","Texas",48,2020-02-18,28995881,0,0
"1394","Utah",49,2020-02-18,3205958,0,0
"1395","Vermont",50,2020-02-18,623989,0,0
"1396","Virginia",51,2020-02-18,8535519,0,0
"1397","Washington",53,2020-02-18,7614893,1,0
"1398","West Virginia",54,2020-02-18,1792147,0,0
"1399","Wisconsin",55,2020-02-18,5822434,0,0
"1400","Wyoming",56,2020-02-18,578759,0,0
"1401","Alabama",1,2020-02-19,4903185,0,0
"1402","Alaska",2,2020-02-19,731545,0,0
"1403","Arizona",4,2020-02-19,7278717,1,0
"1404","Arkansas",5,2020-02-19,3017804,0,0
"1405","California",6,2020-02-19,39512223,8,0
"1406","Colorado",8,2020-02-19,5758736,0,0
"1407","Connecticut",9,2020-02-19,3565287,0,0
"1408","Delaware",10,2020-02-19,973764,0,0
"1409","Florida",12,2020-02-19,21477737,0,0
"1410","Georgia",13,2020-02-19,10617423,0,0
"1411","Hawaii",15,2020-02-19,1415872,0,0
"1412","Idaho",16,2020-02-19,1787065,0,0
"1413","Illinois",17,2020-02-19,12671821,2,0
"1414","Indiana",18,2020-02-19,6732219,0,0
"1415","Iowa",19,2020-02-19,3155070,0,0
"1416","Kansas",20,2020-02-19,2913314,0,0
"1417","Kentucky",21,2020-02-19,4467673,0,0
"1418","Louisiana",22,2020-02-19,4648794,0,0
"1419","Maine",23,2020-02-19,1344212,0,0
"1420","Maryland",24,2020-02-19,6045680,0,0
"1421","Massachusetts",25,2020-02-19,6892503,2,0
"1422","Michigan",26,2020-02-19,9986857,0,0
"1423","Minnesota",27,2020-02-19,5639632,0,0
"1424","Mississippi",28,2020-02-19,2976149,0,0
"1425","Missouri",29,2020-02-19,6626371,0,0
"1426","Montana",30,2020-02-19,1068778,0,0
"1427","Nebraska",31,2020-02-19,1934408,0,0
"1428","Nevada",32,2020-02-19,3080156,0,0
"1429","New Hampshire",33,2020-02-19,1359711,0,0
"1430","New Jersey",34,2020-02-19,8882190,0,0
"1431","New Mexico",35,2020-02-19,2096829,0,0
"1432","New York",36,2020-02-19,19453561,0,0
"1433","North Carolina",37,2020-02-19,10488084,0,0
"1434","North Dakota",38,2020-02-19,762062,0,0
"1435","Ohio",39,2020-02-19,11689100,0,0
"1436","Oklahoma",40,2020-02-19,3956971,0,0
"1437","Oregon",41,2020-02-19,4217737,0,0
"1438","Pennsylvania",42,2020-02-19,12801989,0,0
"1439","Rhode Island",44,2020-02-19,1059361,0,0
"1440","South Carolina",45,2020-02-19,5148714,0,0
"1441","South Dakota",46,2020-02-19,884659,0,0
"1442","Tennessee",47,2020-02-19,6829174,0,0
"1443","Texas",48,2020-02-19,28995881,0,0
"1444","Utah",49,2020-02-19,3205958,0,0
"1445","Vermont",50,2020-02-19,623989,0,0
"1446","Virginia",51,2020-02-19,8535519,0,0
"1447","Washington",53,2020-02-19,7614893,1,0
"1448","West Virginia",54,2020-02-19,1792147,0,0
"1449","Wisconsin",55,2020-02-19,5822434,0,0
"1450","Wyoming",56,2020-02-19,578759,0,0
"1451","Alabama",1,2020-02-20,4903185,0,0
"1452","Alaska",2,2020-02-20,731545,0,0
"1453","Arizona",4,2020-02-20,7278717,1,0
"1454","Arkansas",5,2020-02-20,3017804,0,0
"1455","California",6,2020-02-20,39512223,8,0
"1456","Colorado",8,2020-02-20,5758736,0,0
"1457","Connecticut",9,2020-02-20,3565287,0,0
"1458","Delaware",10,2020-02-20,973764,0,0
"1459","Florida",12,2020-02-20,21477737,0,0
"1460","Georgia",13,2020-02-20,10617423,0,0
"1461","Hawaii",15,2020-02-20,1415872,0,0
"1462","Idaho",16,2020-02-20,1787065,0,0
"1463","Illinois",17,2020-02-20,12671821,2,0
"1464","Indiana",18,2020-02-20,6732219,0,0
"1465","Iowa",19,2020-02-20,3155070,0,0
"1466","Kansas",20,2020-02-20,2913314,0,0
"1467","Kentucky",21,2020-02-20,4467673,0,0
"1468","Louisiana",22,2020-02-20,4648794,0,0
"1469","Maine",23,2020-02-20,1344212,0,0
"1470","Maryland",24,2020-02-20,6045680,0,0
"1471","Massachusetts",25,2020-02-20,6892503,2,0
"1472","Michigan",26,2020-02-20,9986857,0,0
"1473","Minnesota",27,2020-02-20,5639632,0,0
"1474","Mississippi",28,2020-02-20,2976149,0,0
"1475","Missouri",29,2020-02-20,6626371,0,0
"1476","Montana",30,2020-02-20,1068778,0,0
"1477","Nebraska",31,2020-02-20,1934408,0,0
"1478","Nevada",32,2020-02-20,3080156,0,0
"1479","New Hampshire",33,2020-02-20,1359711,0,0
"1480","New Jersey",34,2020-02-20,8882190,0,0
"1481","New Mexico",35,2020-02-20,2096829,0,0
"1482","New York",36,2020-02-20,19453561,0,0
"1483","North Carolina",37,2020-02-20,10488084,0,0
"1484","North Dakota",38,2020-02-20,762062,0,0
"1485","Ohio",39,2020-02-20,11689100,0,0
"1486","Oklahoma",40,2020-02-20,3956971,0,0
"1487","Oregon",41,2020-02-20,4217737,0,0
"1488","Pennsylvania",42,2020-02-20,12801989,0,0
"1489","Rhode Island",44,2020-02-20,1059361,0,0
"1490","South Carolina",45,2020-02-20,5148714,0,0
"1491","South Dakota",46,2020-02-20,884659,0,0
"1492","Tennessee",47,2020-02-20,6829174,0,0
"1493","Texas",48,2020-02-20,28995881,0,0
"1494","Utah",49,2020-02-20,3205958,0,0
"1495","Vermont",50,2020-02-20,623989,0,0
"1496","Virginia",51,2020-02-20,8535519,0,0
"1497","Washington",53,2020-02-20,7614893,1,0
"1498","West Virginia",54,2020-02-20,1792147,0,0
"1499","Wisconsin",55,2020-02-20,5822434,0,0
"1500","Wyoming",56,2020-02-20,578759,0,0
"1501","Alabama",1,2020-02-21,4903185,0,0
"1502","Alaska",2,2020-02-21,731545,0,0
"1503","Arizona",4,2020-02-21,7278717,1,0
"1504","Arkansas",5,2020-02-21,3017804,0,0
"1505","California",6,2020-02-21,39512223,10,0
"1506","Colorado",8,2020-02-21,5758736,0,0
"1507","Connecticut",9,2020-02-21,3565287,0,0
"1508","Delaware",10,2020-02-21,973764,0,0
"1509","Florida",12,2020-02-21,21477737,0,0
"1510","Georgia",13,2020-02-21,10617423,0,0
"1511","Hawaii",15,2020-02-21,1415872,0,0
"1512","Idaho",16,2020-02-21,1787065,0,0
"1513","Illinois",17,2020-02-21,12671821,2,0
"1514","Indiana",18,2020-02-21,6732219,0,0
"1515","Iowa",19,2020-02-21,3155070,0,0
"1516","Kansas",20,2020-02-21,2913314,0,0
"1517","Kentucky",21,2020-02-21,4467673,0,0
"1518","Louisiana",22,2020-02-21,4648794,0,0
"1519","Maine",23,2020-02-21,1344212,0,0
"1520","Maryland",24,2020-02-21,6045680,0,0
"1521","Massachusetts",25,2020-02-21,6892503,2,0
"1522","Michigan",26,2020-02-21,9986857,0,0
"1523","Minnesota",27,2020-02-21,5639632,0,0
"1524","Mississippi",28,2020-02-21,2976149,0,0
"1525","Missouri",29,2020-02-21,6626371,0,0
"1526","Montana",30,2020-02-21,1068778,0,0
"1527","Nebraska",31,2020-02-21,1934408,0,0
"1528","Nevada",32,2020-02-21,3080156,0,0
"1529","New Hampshire",33,2020-02-21,1359711,0,0
"1530","New Jersey",34,2020-02-21,8882190,0,0
"1531","New Mexico",35,2020-02-21,2096829,0,0
"1532","New York",36,2020-02-21,19453561,0,0
"1533","North Carolina",37,2020-02-21,10488084,0,0
"1534","North Dakota",38,2020-02-21,762062,0,0
"1535","Ohio",39,2020-02-21,11689100,0,0
"1536","Oklahoma",40,2020-02-21,3956971,0,0
"1537","Oregon",41,2020-02-21,4217737,0,0
"1538","Pennsylvania",42,2020-02-21,12801989,0,0
"1539","Rhode Island",44,2020-02-21,1059361,0,0
"1540","South Carolina",45,2020-02-21,5148714,0,0
"1541","South Dakota",46,2020-02-21,884659,0,0
"1542","Tennessee",47,2020-02-21,6829174,0,0
"1543","Texas",48,2020-02-21,28995881,0,0
"1544","Utah",49,2020-02-21,3205958,0,0
"1545","Vermont",50,2020-02-21,623989,0,0
"1546","Virginia",51,2020-02-21,8535519,0,0
"1547","Washington",53,2020-02-21,7614893,1,0
"1548","West Virginia",54,2020-02-21,1792147,0,0
"1549","Wisconsin",55,2020-02-21,5822434,0,0
"1550","Wyoming",56,2020-02-21,578759,0,0
"1551","Alabama",1,2020-02-22,4903185,0,0
"1552","Alaska",2,2020-02-22,731545,0,0
"1553","Arizona",4,2020-02-22,7278717,1,0
"1554","Arkansas",5,2020-02-22,3017804,0,0
"1555","California",6,2020-02-22,39512223,10,0
"1556","Colorado",8,2020-02-22,5758736,0,0
"1557","Connecticut",9,2020-02-22,3565287,0,0
"1558","Delaware",10,2020-02-22,973764,0,0
"1559","Florida",12,2020-02-22,21477737,0,0
"1560","Georgia",13,2020-02-22,10617423,0,0
"1561","Hawaii",15,2020-02-22,1415872,0,0
"1562","Idaho",16,2020-02-22,1787065,0,0
"1563","Illinois",17,2020-02-22,12671821,2,0
"1564","Indiana",18,2020-02-22,6732219,0,0
"1565","Iowa",19,2020-02-22,3155070,0,0
"1566","Kansas",20,2020-02-22,2913314,0,0
"1567","Kentucky",21,2020-02-22,4467673,0,0
"1568","Louisiana",22,2020-02-22,4648794,0,0
"1569","Maine",23,2020-02-22,1344212,0,0
"1570","Maryland",24,2020-02-22,6045680,0,0
"1571","Massachusetts",25,2020-02-22,6892503,2,0
"1572","Michigan",26,2020-02-22,9986857,0,0
"1573","Minnesota",27,2020-02-22,5639632,0,0
"1574","Mississippi",28,2020-02-22,2976149,0,0
"1575","Missouri",29,2020-02-22,6626371,0,0
"1576","Montana",30,2020-02-22,1068778,0,0
"1577","Nebraska",31,2020-02-22,1934408,0,0
"1578","Nevada",32,2020-02-22,3080156,0,0
"1579","New Hampshire",33,2020-02-22,1359711,0,0
"1580","New Jersey",34,2020-02-22,8882190,0,0
"1581","New Mexico",35,2020-02-22,2096829,0,0
"1582","New York",36,2020-02-22,19453561,0,0
"1583","North Carolina",37,2020-02-22,10488084,0,0
"1584","North Dakota",38,2020-02-22,762062,0,0
"1585","Ohio",39,2020-02-22,11689100,0,0
"1586","Oklahoma",40,2020-02-22,3956971,0,0
"1587","Oregon",41,2020-02-22,4217737,0,0
"1588","Pennsylvania",42,2020-02-22,12801989,0,0
"1589","Rhode Island",44,2020-02-22,1059361,0,0
"1590","South Carolina",45,2020-02-22,5148714,0,0
"1591","South Dakota",46,2020-02-22,884659,0,0
"1592","Tennessee",47,2020-02-22,6829174,0,0
"1593","Texas",48,2020-02-22,28995881,0,0
"1594","Utah",49,2020-02-22,3205958,0,0
"1595","Vermont",50,2020-02-22,623989,0,0
"1596","Virginia",51,2020-02-22,8535519,0,0
"1597","Washington",53,2020-02-22,7614893,1,0
"1598","West Virginia",54,2020-02-22,1792147,0,0
"1599","Wisconsin",55,2020-02-22,5822434,0,0
"1600","Wyoming",56,2020-02-22,578759,0,0
"1601","Alabama",1,2020-02-23,4903185,0,0
"1602","Alaska",2,2020-02-23,731545,0,0
"1603","Arizona",4,2020-02-23,7278717,1,0
"1604","Arkansas",5,2020-02-23,3017804,0,0
