"","Province_State","statefips","date","Population","confirmed","death"
"10996","Virginia",51,2020-08-28,8535519,117578,2550
"10997","Washington",53,2020-08-28,7614893,73301,1905
"10998","West Virginia",54,2020-08-28,1792147,9826,201
"10999","Wisconsin",55,2020-08-28,5822434,73981,1113
"11000","Wyoming",56,2020-08-28,578759,3803,37
"11001","Alabama",1,2020-08-29,4903185,123889,2152
"11002","Alaska",2,2020-08-29,731545,5182,37
"11003","Arizona",4,2020-08-29,7278717,201287,5007
"11004","Arkansas",5,2020-08-29,3017804,60378,772
"11005","California",6,2020-08-29,39512223,702038,12894
"11006","Colorado",8,2020-08-29,5758736,57020,1942
"11007","Connecticut",9,2020-08-29,3565287,52495,4465
"11008","Delaware",10,2020-08-29,973764,17349,604
"11009","Florida",12,2020-08-29,21477737,619003,11105
"11010","Georgia",13,2020-08-29,10617423,267758,5576
"11011","Hawaii",15,2020-08-29,1415872,8139,62
"11012","Idaho",16,2020-08-29,1787065,31668,358
"11013","Illinois",17,2020-08-29,12671821,233066,8217
"11014","Indiana",18,2020-08-29,6732219,92434,3285
"11015","Iowa",19,2020-08-29,3155070,63612,1100
"11016","Kansas",20,2020-08-29,2913314,41595,449
"11017","Kentucky",21,2020-08-29,4467673,47577,921
"11018","Louisiana",22,2020-08-29,4648794,146243,4904
"11019","Maine",23,2020-08-29,1344212,4492,132
"11020","Maryland",24,2020-08-29,6045680,107294,3746
"11021","Massachusetts",25,2020-08-29,6892503,120411,9036
"11022","Michigan",26,2020-08-29,9986857,111136,6712
"11023","Minnesota",27,2020-08-29,5639632,74257,1863
"11024","Mississippi",28,2020-08-29,2976149,82029,2427
"11025","Missouri",29,2020-08-29,6626371,83168,1528
"11026","Montana",30,2020-08-29,1068778,7251,104
"11027","Nebraska",31,2020-08-29,1934408,33753,392
"11028","Nevada",32,2020-08-29,3080156,68461,1302
"11029","New Hampshire",33,2020-08-29,1359711,7246,432
"11030","New Jersey",34,2020-08-29,8882190,191320,15933
"11031","New Mexico",35,2020-08-29,2096829,25178,769
"11032","New York",36,2020-08-29,19453561,433402,32891
"11033","North Carolina",37,2020-08-29,10488084,170377,2683
"11034","North Dakota",38,2020-08-29,762062,11484,141
"11035","Ohio",39,2020-08-29,11689100,121320,4252
"11036","Oklahoma",40,2020-08-29,3956971,57353,797
"11037","Oregon",41,2020-08-29,4217737,26293,454
"11038","Pennsylvania",42,2020-08-29,12801989,137576,7656
"11039","Rhode Island",44,2020-08-29,1059361,21683,1046
"11040","South Carolina",45,2020-08-29,5148714,117249,2698
"11041","South Dakota",46,2020-08-29,884659,12942,167
"11042","Tennessee",47,2020-08-29,6829174,152280,1725
"11043","Texas",48,2020-08-29,28995881,626751,12607
"11044","Utah",49,2020-08-29,3205958,51406,407
"11045","Vermont",50,2020-08-29,623989,1605,58
"11046","Virginia",51,2020-08-29,8535519,118794,2568
"11047","Washington",53,2020-08-29,7614893,73879,1905
"11048","West Virginia",54,2020-08-29,1792147,9970,215
"11049","Wisconsin",55,2020-08-29,5822434,74800,1119
"11050","Wyoming",56,2020-08-29,578759,3795,37
"11051","Alabama",1,2020-08-30,4903185,125235,2162
"11052","Alaska",2,2020-08-30,731545,5226,37
"11053","Arizona",4,2020-08-30,7278717,201661,5030
"11054","Arkansas",5,2020-08-30,3017804,60856,784
"11055","California",6,2020-08-30,39512223,705951,12937
"11056","Colorado",8,2020-08-30,5758736,57203,1942
"11057","Connecticut",9,2020-08-30,3565287,52495,4465
"11058","Delaware",10,2020-08-30,973764,17343,604
"11059","Florida",12,2020-08-30,21477737,621586,11119
"11060","Georgia",13,2020-08-30,10617423,268973,5604
"11061","Hawaii",15,2020-08-30,1415872,8339,63
"11062","Idaho",16,2020-08-30,1787065,31858,359
"11063","Illinois",17,2020-08-30,12671821,235058,8228
"11064","Indiana",18,2020-08-30,6732219,93313,3291
"11065","Iowa",19,2020-08-30,3155070,64599,1113
"11066","Kansas",20,2020-08-30,2913314,41761,449
"11067","Kentucky",21,2020-08-30,4467673,48031,929
"11068","Louisiana",22,2020-08-30,4648794,147867,4931
"11069","Maine",23,2020-08-30,1344212,4514,132
"11070","Maryland",24,2020-08-30,6045680,107791,3752
"11071","Massachusetts",25,2020-08-30,6892503,120568,9049
"11072","Michigan",26,2020-08-30,9986857,112526,6748
"11073","Minnesota",27,2020-08-30,5639632,75189,1865
"11074","Mississippi",28,2020-08-30,2976149,82676,2441
"11075","Missouri",29,2020-08-30,6626371,84474,1533
"11076","Montana",30,2020-08-30,1068778,7340,104
"11077","Nebraska",31,2020-08-30,1934408,34046,392
"11078","Nevada",32,2020-08-30,3080156,68908,1302
"11079","New Hampshire",33,2020-08-30,1359711,7254,432
"11080","New Jersey",34,2020-08-30,8882190,191611,15937
"11081","New Mexico",35,2020-08-30,2096829,25283,770
"11082","New York",36,2020-08-30,19453561,434100,32909
"11083","North Carolina",37,2020-08-30,10488084,171487,2692
"11084","North Dakota",38,2020-08-30,762062,11702,142
"11085","Ohio",39,2020-08-30,11689100,122260,4129
"11086","Oklahoma",40,2020-08-30,3956971,58119,799
"11087","Oregon",41,2020-08-30,4217737,26554,458
"11088","Pennsylvania",42,2020-08-30,12801989,138134,7658
"11089","Rhode Island",44,2020-08-30,1059361,21683,1046
"11090","South Carolina",45,2020-08-30,5148714,118324,2709
"11091","South Dakota",46,2020-08-30,884659,13322,167
"11092","Tennessee",47,2020-08-30,6829174,153115,1747
"11093","Texas",48,2020-08-30,28995881,629570,12683
"11094","Utah",49,2020-08-30,3205958,51854,407
"11095","Vermont",50,2020-08-30,623989,1616,58
"11096","Virginia",51,2020-08-30,8535519,119729,2569
"11097","Washington",53,2020-08-30,7614893,74320,1905
"11098","West Virginia",54,2020-08-30,1792147,10109,214
"11099","Wisconsin",55,2020-08-30,5822434,75337,1122
"11100","Wyoming",56,2020-08-30,578759,3829,37
"11101","Alabama",1,2020-08-31,4903185,126058,2182
"11102","Alaska",2,2020-08-31,731545,5263,37
"11103","Arizona",4,2020-08-31,7278717,201835,5029
"11104","Arkansas",5,2020-08-31,3017804,61224,797
"11105","California",6,2020-08-31,39512223,712475,13022
"11106","Colorado",8,2020-08-31,5758736,57404,1945
"11107","Connecticut",9,2020-08-31,3565287,52879,4465
"11108","Delaware",10,2020-08-31,973764,17429,605
"11109","Florida",12,2020-08-31,21477737,623471,11187
"11110","Georgia",13,2020-08-31,10617423,270471,5633
"11111","Hawaii",15,2020-08-31,1415872,8472,70
"11112","Idaho",16,2020-08-31,1787065,32081,361
"11113","Illinois",17,2020-08-31,12671821,236724,8235
"11114","Indiana",18,2020-08-31,6732219,94196,3296
"11115","Iowa",19,2020-08-31,3155070,65139,1120
"11116","Kansas",20,2020-08-31,2913314,42599,451
"11117","Kentucky",21,2020-08-31,4467673,48396,933
"11118","Louisiana",22,2020-08-31,4648794,148193,4950
"11119","Maine",23,2020-08-31,1344212,4529,132
"11120","Maryland",24,2020-08-31,6045680,108249,3755
"11121","Massachusetts",25,2020-08-31,6892503,121018,9060
"11122","Michigan",26,2020-08-31,9986857,113025,6753
"11123","Minnesota",27,2020-08-31,5639632,75864,1866
"11124","Mississippi",28,2020-08-31,2976149,82950,2473
"11125","Missouri",29,2020-08-31,6626371,85635,1547
"11126","Montana",30,2020-08-31,1068778,7421,104
"11127","Nebraska",31,2020-08-31,1934408,34287,397
"11128","Nevada",32,2020-08-31,3080156,69228,1305
"11129","New Hampshire",33,2020-08-31,1359711,7275,432
"11130","New Jersey",34,2020-08-31,8882190,191960,15945
"11131","New Mexico",35,2020-08-31,2096829,25352,779
"11132","New York",36,2020-08-31,19453561,434756,32957
"11133","North Carolina",37,2020-08-31,10488084,172879,2702
"11134","North Dakota",38,2020-08-31,762062,11816,143
"11135","Ohio",39,2020-08-31,11689100,123155,4139
"11136","Oklahoma",40,2020-08-31,3956971,58733,800
"11137","Oregon",41,2020-08-31,4217737,26713,459
"11138","Pennsylvania",42,2020-08-31,12801989,138795,7659
"11139","Rhode Island",44,2020-08-31,1059361,21949,1048
"11140","South Carolina",45,2020-08-31,5148714,118992,2720
"11141","South Dakota",46,2020-08-31,884659,13509,167
"11142","Tennessee",47,2020-08-31,6829174,154933,1754
"11143","Texas",48,2020-08-31,28995881,632739,12779
"11144","Utah",49,2020-08-31,3205958,52107,407
"11145","Vermont",50,2020-08-31,623989,1624,58
"11146","Virginia",51,2020-08-31,8535519,120575,2580
"11147","Washington",53,2020-08-31,7614893,74635,1915
"11148","West Virginia",54,2020-08-31,1792147,10249,215
"11149","Wisconsin",55,2020-08-31,5822434,75603,1122
"11150","Wyoming",56,2020-08-31,578759,3850,37
"11151","Alabama",1,2020-09-01,4903185,127616,2200
"11152","Alaska",2,2020-09-01,731545,5297,39
"11153","Arizona",4,2020-09-01,7278717,202342,5044
"11154","Arkansas",5,2020-09-01,3017804,61497,814
"11155","California",6,2020-09-01,39512223,715617,13150
"11156","Colorado",8,2020-09-01,5758736,57755,1946
"11157","Connecticut",9,2020-09-01,3565287,53006,4466
"11158","Delaware",10,2020-09-01,973764,17535,605
"11159","Florida",12,2020-09-01,21477737,631040,11374
"11160","Georgia",13,2020-09-01,10617423,272697,5733
"11161","Hawaii",15,2020-09-01,1415872,8653,74
"11162","Idaho",16,2020-09-01,1787065,32353,367
"11163","Illinois",17,2020-09-01,12671821,238216,8273
"11164","Indiana",18,2020-09-01,6732219,94891,3312
"11165","Iowa",19,2020-09-01,3155070,65847,1125
"11166","Kansas",20,2020-09-01,2913314,42962,456
"11167","Kentucky",21,2020-09-01,4467673,49185,948
"11168","Louisiana",22,2020-09-01,4648794,148882,4984
"11169","Maine",23,2020-09-01,1344212,4549,132
"11170","Maryland",24,2020-09-01,6045680,108863,3761
"11171","Massachusetts",25,2020-09-01,6892503,121422,9064
"11172","Michigan",26,2020-09-01,9986857,113820,6767
"11173","Minnesota",27,2020-09-01,5639632,76355,1871
"11174","Mississippi",28,2020-09-01,2976149,83584,2493
"11175","Missouri",29,2020-09-01,6626371,86738,1562
"11176","Montana",30,2020-09-01,1068778,7509,105
"11177","Nebraska",31,2020-09-01,1934408,34574,399
"11178","Nevada",32,2020-09-01,3080156,69633,1313
"11179","New Hampshire",33,2020-09-01,1359711,7297,432
"11180","New Jersey",34,2020-09-01,8882190,192290,15950
"11181","New Mexico",35,2020-09-01,2096829,25460,787
"11182","New York",36,2020-09-01,19453561,435510,32966
"11183","North Carolina",37,2020-09-01,10488084,174221,2741
"11184","North Dakota",38,2020-09-01,762062,12000,145
"11185","Ohio",39,2020-09-01,11689100,124606,4166
"11186","Oklahoma",40,2020-09-01,3956971,59398,808
"11187","Oregon",41,2020-09-01,4217737,26946,464
"11188","Pennsylvania",42,2020-09-01,12801989,139548,7678
"11189","Rhode Island",44,2020-09-01,1059361,22002,1050
"11190","South Carolina",45,2020-09-01,5148714,119846,2757
"11191","South Dakota",46,2020-09-01,884659,13749,167
"11192","Tennessee",47,2020-09-01,6829174,156329,1781
"11193","Texas",48,2020-09-01,28995881,637721,12919
"11194","Utah",49,2020-09-01,3205958,52403,409
"11195","Vermont",50,2020-09-01,623989,1635,58
"11196","Virginia",51,2020-09-01,8535519,121593,2612
"11197","Washington",53,2020-09-01,7614893,74939,1931
"11198","West Virginia",54,2020-09-01,1792147,10513,224
"11199","Wisconsin",55,2020-09-01,5822434,76584,1130
"11200","Wyoming",56,2020-09-01,578759,3874,37
"11201","Alabama",1,2020-09-02,4903185,128239,2217
"11202","Alaska",2,2020-09-02,731545,5362,39
"11203","Arizona",4,2020-09-02,7278717,202861,5065
"11204","Arkansas",5,2020-09-02,3017804,62112,841
"11205","California",6,2020-09-02,39512223,721281,13317
"11206","Colorado",8,2020-09-02,5758736,57999,1952
"11207","Connecticut",9,2020-09-02,3565287,53108,4467
"11208","Delaware",10,2020-09-02,973764,17549,606
"11209","Florida",12,2020-09-02,21477737,633442,11501
"11210","Georgia",13,2020-09-02,10617423,274613,5795
"11211","Hawaii",15,2020-09-02,1415872,8991,75
"11212","Idaho",16,2020-09-02,1787065,32664,372
"11213","Illinois",17,2020-09-02,12671821,240344,8300
"11214","Indiana",18,2020-09-02,6732219,95750,3325
"11215","Iowa",19,2020-09-02,3155070,66463,1133
"11216","Kansas",20,2020-09-02,2913314,43847,461
"11217","Kentucky",21,2020-09-02,4467673,49991,966
"11218","Louisiana",22,2020-09-02,4648794,149838,5004
"11219","Maine",23,2020-09-02,1344212,4568,133
"11220","Maryland",24,2020-09-02,6045680,109319,3766
"11221","Massachusetts",25,2020-09-02,6892503,121826,9060
"11222","Michigan",26,2020-09-02,9986857,114468,6781
"11223","Minnesota",27,2020-09-02,5639632,77085,1882
"11224","Mississippi",28,2020-09-02,2976149,84365,2526
"11225","Missouri",29,2020-09-02,6626371,88216,1578
"11226","Montana",30,2020-09-02,1068778,7691,109
"11227","Nebraska",31,2020-09-02,1934408,34995,399
"11228","Nevada",32,2020-09-02,3080156,69872,1336
"11229","New Hampshire",33,2020-09-02,1359711,7309,432
"11230","New Jersey",34,2020-09-02,8882190,192595,15964
"11231","New Mexico",35,2020-09-02,2096829,25612,790
"11232","New York",36,2020-09-02,19453561,436218,32972
"11233","North Carolina",37,2020-09-02,10488084,176173,2779
"11234","North Dakota",38,2020-09-02,762062,12267,148
"11235","Ohio",39,2020-09-02,11689100,125767,4176
"11236","Oklahoma",40,2020-09-02,3956971,60118,821
"11237","Oregon",41,2020-09-02,4217737,27075,468
"11238","Pennsylvania",42,2020-09-02,12801989,140532,7705
"11239","Rhode Island",44,2020-09-02,1059361,22078,1051
"11240","South Carolina",45,2020-09-02,5148714,120503,2794
"11241","South Dakota",46,2020-09-02,884659,14003,169
"11242","Tennessee",47,2020-09-02,6829174,157831,1797
"11243","Texas",48,2020-09-02,28995881,641855,13104
"11244","Utah",49,2020-09-02,3205958,52822,410
"11245","Vermont",50,2020-09-02,623989,1637,58
"11246","Virginia",51,2020-09-02,8535519,122518,2641
"11247","Washington",53,2020-09-02,7614893,75377,1935
"11248","West Virginia",54,2020-09-02,1792147,10658,233
"11249","Wisconsin",55,2020-09-02,5822434,77129,1142
"11250","Wyoming",56,2020-09-02,578759,3911,41
"11251","Alabama",1,2020-09-03,4903185,129285,2233
"11252","Alaska",2,2020-09-03,731545,5464,40
"11253","Arizona",4,2020-09-03,7278717,203953,5130
"11254","Arkansas",5,2020-09-03,3017804,63081,861
"11255","California",6,2020-09-03,39512223,726018,13493
"11256","Colorado",8,2020-09-03,5758736,58267,1955
"11257","Connecticut",9,2020-09-03,3565287,53209,4468
"11258","Delaware",10,2020-09-03,973764,17653,606
"11259","Florida",12,2020-09-03,21477737,637013,11650
"11260","Georgia",13,2020-09-03,10617423,277288,5868
"11261","Hawaii",15,2020-09-03,1415872,9202,79
"11262","Idaho",16,2020-09-03,1787065,32927,372
"11263","Illinois",17,2020-09-03,12671821,241704,8324
"11264","Indiana",18,2020-09-03,6732219,96854,3332
"11265","Iowa",19,2020-09-03,3155070,67691,1136
"11266","Kansas",20,2020-09-03,2913314,44394,471
"11267","Kentucky",21,2020-09-03,4467673,50885,976
"11268","Louisiana",22,2020-09-03,4648794,150651,5021
"11269","Maine",23,2020-09-03,1344212,4618,133
"11270","Maryland",24,2020-09-03,6045680,110012,3778
"11271","Massachusetts",25,2020-09-03,6892503,121546,9077
"11272","Michigan",26,2020-09-03,9986857,115242,6791
"11273","Minnesota",27,2020-09-03,5639632,78123,1889
"11274","Mississippi",28,2020-09-03,2976149,85116,2536
"11275","Missouri",29,2020-09-03,6626371,89639,1586
"11276","Montana",30,2020-09-03,1068778,7871,111
"11277","Nebraska",31,2020-09-03,1934408,35469,404
"11278","Nevada",32,2020-09-03,3080156,70223,1363
"11279","New Hampshire",33,2020-09-03,1359711,7347,432
"11280","New Jersey",34,2020-09-03,8882190,192973,15971
"11281","New Mexico",35,2020-09-03,2096829,25812,791
"11282","New York",36,2020-09-03,19453561,437107,32976
"11283","North Carolina",37,2020-09-03,10488084,177877,2803
"11284","North Dakota",38,2020-09-03,762062,12629,150
"11285","Ohio",39,2020-09-03,11689100,127112,4226
"11286","Oklahoma",40,2020-09-03,3956971,61027,835
"11287","Oregon",41,2020-09-03,4217737,27336,470
"11288","Pennsylvania",42,2020-09-03,12801989,141570,7724
"11289","Rhode Island",44,2020-09-03,1059361,22143,1055
"11290","South Carolina",45,2020-09-03,5148714,121696,2807
"11291","South Dakota",46,2020-09-03,884659,14337,169
"11292","Tennessee",47,2020-09-03,6829174,159546,1815
"11293","Texas",48,2020-09-03,28995881,645422,13296
"11294","Utah",49,2020-09-03,3205958,53326,414
"11295","Vermont",50,2020-09-03,623989,1637,58
"11296","Virginia",51,2020-09-03,8535519,123637,2652
"11297","Washington",53,2020-09-03,7614893,75856,1945
"11298","West Virginia",54,2020-09-03,1792147,10855,240
"11299","Wisconsin",55,2020-09-03,5822434,77856,1146
"11300","Wyoming",56,2020-09-03,578759,3941,41
"11301","Alabama",1,2020-09-04,4903185,130393,2266
"11302","Alaska",2,2020-09-04,731545,5584,40
"11303","Arizona",4,2020-09-04,7278717,204681,5171
"11304","Arkansas",5,2020-09-04,3017804,64175,873
"11305","California",6,2020-09-04,39512223,730662,13638
"11306","Colorado",8,2020-09-04,5758736,58267,1955
"11307","Connecticut",9,2020-09-04,3565287,53365,4468
"11308","Delaware",10,2020-09-04,973764,17752,606
"11309","Florida",12,2020-09-04,21477737,640211,11750
"11310","Georgia",13,2020-09-04,10617423,279354,5931
"11311","Hawaii",15,2020-09-04,1415872,9473,81
"11312","Idaho",16,2020-09-04,1787065,33193,382
"11313","Illinois",17,2020-09-04,12671821,247298,8362
"11314","Indiana",18,2020-09-04,6732219,97884,3350
"11315","Iowa",19,2020-09-04,3155070,68744,1158
"11316","Kansas",20,2020-09-04,2913314,45365,478
"11317","Kentucky",21,2020-09-04,4467673,51677,987
"11318","Louisiana",22,2020-09-04,4648794,151473,5035
"11319","Maine",23,2020-09-04,1344212,4633,134
"11320","Maryland",24,2020-09-04,6045680,110831,3789
"11321","Massachusetts",25,2020-09-04,6892503,121758,9100
"11322","Michigan",26,2020-09-04,9986857,116295,6798
"11323","Minnesota",27,2020-09-04,5639632,78966,1899
"11324","Mississippi",28,2020-09-04,2976149,85939,2558
"11325","Missouri",29,2020-09-04,6626371,91228,1607
"11326","Montana",30,2020-09-04,1068778,8019,114
"11327","Nebraska",31,2020-09-04,1934408,35661,404
"11328","Nevada",32,2020-09-04,3080156,70712,1375
"11329","New Hampshire",33,2020-09-04,1359711,7368,432
"11330","New Jersey",34,2020-09-04,8882190,193422,15978
"11331","New Mexico",35,2020-09-04,2096829,25902,794
"11332","New York",36,2020-09-04,19453561,437971,32982
"11333","North Carolina",37,2020-09-04,10488084,179534,2839
"11334","North Dakota",38,2020-09-04,762062,12973,150
"11335","Ohio",39,2020-09-04,11689100,128444,4248
"11336","Oklahoma",40,2020-09-04,3956971,62040,846
"11337","Oregon",41,2020-09-04,4217737,27601,475
"11338","Pennsylvania",42,2020-09-04,12801989,142495,7735
"11339","Rhode Island",44,2020-09-04,1059361,22243,1055
"11340","South Carolina",45,2020-09-04,5148714,123325,2846
"11341","South Dakota",46,2020-09-04,884659,14596,170
"11342","Tennessee",47,2020-09-04,6829174,160597,1837
"11343","Texas",48,2020-09-04,28995881,651350,13426
"11344","Utah",49,2020-09-04,3205958,53839,419
"11345","Vermont",50,2020-09-04,623989,1642,58
"11346","Virginia",51,2020-09-04,8535519,124738,2662
"11347","Washington",53,2020-09-04,7614893,76335,1953
"11348","West Virginia",54,2020-09-04,1792147,11042,245
"11349","Wisconsin",55,2020-09-04,5822434,79354,1153
"11350","Wyoming",56,2020-09-04,578759,3990,42
"11351","Alabama",1,2020-09-05,4903185,131803,2275
"11352","Alaska",2,2020-09-05,731545,5677,42
"11353","Arizona",4,2020-09-05,7278717,205517,5207
"11354","Arkansas",5,2020-09-05,3017804,64690,882
"11355","California",6,2020-09-05,39512223,735314,13709
"11356","Colorado",8,2020-09-05,5758736,58966,1971
"11357","Connecticut",9,2020-09-05,3565287,53365,4468
"11358","Delaware",10,2020-09-05,973764,17892,608
"11359","Florida",12,2020-09-05,21477737,643867,11811
"11360","Georgia",13,2020-09-05,10617423,281548,5977
"11361","Hawaii",15,2020-09-05,1415872,9693,84
"11362","Idaho",16,2020-09-05,1787065,33474,384
"11363","Illinois",17,2020-09-05,12671821,250102,8385
"11364","Indiana",18,2020-09-05,6732219,98961,3362
"11365","Iowa",19,2020-09-05,3155070,69690,1164
"11366","Kansas",20,2020-09-05,2913314,45656,480
"11367","Kentucky",21,2020-09-05,4467673,52464,993
"11368","Louisiana",22,2020-09-05,4648794,151473,5035
"11369","Maine",23,2020-09-05,1344212,4633,134
"11370","Maryland",24,2020-09-05,6045680,111607,3796
"11371","Massachusetts",25,2020-09-05,6892503,122196,9116
"11372","Michigan",26,2020-09-05,9986857,117191,6806
"11373","Minnesota",27,2020-09-05,5639632,79880,1903
"11374","Mississippi",28,2020-09-05,2976149,86478,2569
"11375","Missouri",29,2020-09-05,6626371,93171,1668
"11376","Montana",30,2020-09-05,1068778,8164,116
"11377","Nebraska",31,2020-09-05,1934408,35805,404
"11378","Nevada",32,2020-09-05,3080156,71102,1388
"11379","New Hampshire",33,2020-09-05,1359711,7424,432
"11380","New Jersey",34,2020-09-05,8882190,193747,15985
"11381","New Mexico",35,2020-09-05,2096829,26048,800
"11382","New York",36,2020-09-05,19453561,438772,32987
"11383","North Carolina",37,2020-09-05,10488084,180695,2889
"11384","North Dakota",38,2020-09-05,762062,13334,155
"11385","Ohio",39,2020-09-05,11689100,129785,4256
"11386","Oklahoma",40,2020-09-05,3956971,63187,850
"11387","Oregon",41,2020-09-05,4217737,27856,480
"11388","Pennsylvania",42,2020-09-05,12801989,143280,7750
"11389","Rhode Island",44,2020-09-05,1059361,22243,1055
"11390","South Carolina",45,2020-09-05,5148714,124289,2877
"11391","South Dakota",46,2020-09-05,884659,14889,173
"11392","Tennessee",47,2020-09-05,6829174,162362,1862
"11393","Texas",48,2020-09-05,28995881,655815,13576
"11394","Utah",49,2020-09-05,3205958,54272,420
"11395","Vermont",50,2020-09-05,623989,1647,58
"11396","Virginia",51,2020-09-05,8535519,125681,2677
"11397","Washington",53,2020-09-05,7614893,76836,1953
"11398","West Virginia",54,2020-09-05,1792147,11293,246
"11399","Wisconsin",55,2020-09-05,5822434,80300,1168
"11400","Wyoming",56,2020-09-05,578759,3990,42
"11401","Alabama",1,2020-09-06,4903185,132314,2276
"11402","Alaska",2,2020-09-06,731545,5760,42
"11403","Arizona",4,2020-09-06,7278717,205767,5221
"11404","Arkansas",5,2020-09-06,3017804,65377,894
"11405","California",6,2020-09-06,39512223,738856,13731
"11406","Colorado",8,2020-09-06,5758736,59251,1972
"11407","Connecticut",9,2020-09-06,3565287,53365,4468
"11408","Delaware",10,2020-09-06,973764,18043,609
"11409","Florida",12,2020-09-06,21477737,646431,11849
"11410","Georgia",13,2020-09-06,10617423,283199,6037
"11411","Hawaii",15,2020-09-06,1415872,9855,85
"11412","Idaho",16,2020-09-06,1787065,33664,385
"11413","Illinois",17,2020-09-06,12671821,251515,8390
"11414","Indiana",18,2020-09-06,6732219,99804,3364
"11415","Iowa",19,2020-09-06,3155070,70215,1167
"11416","Kansas",20,2020-09-06,2913314,45830,481
"11417","Kentucky",21,2020-09-06,4467673,52774,996
"11418","Louisiana",22,2020-09-06,4648794,152868,5093
"11419","Maine",23,2020-09-06,1344212,4683,134
"11420","Maryland",24,2020-09-06,6045680,112119,3799
"11421","Massachusetts",25,2020-09-06,6892503,122562,9125
"11422","Michigan",26,2020-09-06,9986857,117191,6806
"11423","Minnesota",27,2020-09-06,5639632,80587,1909
"11424","Mississippi",28,2020-09-06,2976149,86888,2584
"11425","Missouri",29,2020-09-06,6626371,94492,1685
"11426","Montana",30,2020-09-06,1068778,8264,117
"11427","Nebraska",31,2020-09-06,1934408,35886,404
"11428","Nevada",32,2020-09-06,3080156,71610,1389
"11429","New Hampshire",33,2020-09-06,1359711,7447,433
"11430","New Jersey",34,2020-09-06,8882190,194058,15989
"11431","New Mexico",35,2020-09-06,2096829,26107,803
"11432","New York",36,2020-09-06,19453561,439501,32987
"11433","North Carolina",37,2020-09-06,10488084,181517,2890
"11434","North Dakota",38,2020-09-06,762062,13631,156
"11435","Ohio",39,2020-09-06,11689100,130558,4259
"11436","Oklahoma",40,2020-09-06,3956971,63607,853
"11437","Oregon",41,2020-09-06,4217737,28044,481
"11438","Pennsylvania",42,2020-09-06,12801989,143824,7750
"11439","Rhode Island",44,2020-09-06,1059361,22243,1055
"11440","South Carolina",45,2020-09-06,5148714,124952,2887
"11441","South Dakota",46,2020-09-06,884659,15109,173
"11442","Tennessee",47,2020-09-06,6829174,164126,1865
"11443","Texas",48,2020-09-06,28995881,658202,13654
"11444","Utah",49,2020-09-06,3205958,54660,422
"11445","Vermont",50,2020-09-06,623989,1648,58
"11446","Virginia",51,2020-09-06,8535519,126877,2678
"11447","Washington",53,2020-09-06,7614893,77235,1953
"11448","West Virginia",54,2020-09-06,1792147,11418,249
"11449","Wisconsin",55,2020-09-06,5822434,81193,1168
"11450","Wyoming",56,2020-09-06,578759,4032,42
"11451","Alabama",1,2020-09-07,4903185,132973,2276
"11452","Alaska",2,2020-09-07,731545,5793,42
"11453","Arizona",4,2020-09-07,7278717,205964,5219
"11454","Arkansas",5,2020-09-07,3017804,65727,908
"11455","California",6,2020-09-07,39512223,740965,13758
"11456","Colorado",8,2020-09-07,5758736,59464,1973
"11457","Connecticut",9,2020-09-07,3565287,53365,4468
"11458","Delaware",10,2020-09-07,973764,18249,609
"11459","Florida",12,2020-09-07,21477737,648269,11871
"11460","Georgia",13,2020-09-07,10617423,283807,6044
"11461","Hawaii",15,2020-09-07,1415872,9959,86
"11462","Idaho",16,2020-09-07,1787065,33738,385
"11463","Illinois",17,2020-09-07,12671821,252884,8398
"11464","Indiana",18,2020-09-07,6732219,100394,3368
"11465","Iowa",19,2020-09-07,3155070,70537,1170
"11466","Kansas",20,2020-09-07,2913314,46337,483
"11467","Kentucky",21,2020-09-07,4467673,53064,996
"11468","Louisiana",22,2020-09-07,4648794,153177,5105
"11469","Maine",23,2020-09-07,1344212,4701,134
"11470","Maryland",24,2020-09-07,6045680,112883,3804
"11471","Massachusetts",25,2020-09-07,6892503,122791,9133
"11472","Michigan",26,2020-09-07,9986857,118403,6810
"11473","Minnesota",27,2020-09-07,5639632,81225,1912
"11474","Mississippi",28,2020-09-07,2976149,87130,2585
"11475","Missouri",29,2020-09-07,6626371,95406,1687
"11476","Montana",30,2020-09-07,1068778,8316,118
"11477","Nebraska",31,2020-09-07,1934408,35975,404
"11478","Nevada",32,2020-09-07,3080156,71967,1393
"11479","New Hampshire",33,2020-09-07,1359711,7476,433
"11480","New Jersey",34,2020-09-07,8882190,194390,15991
"11481","New Mexico",35,2020-09-07,2096829,26144,807
"11482","New York",36,2020-09-07,19453561,440021,33002
"11483","North Carolina",37,2020-09-07,10488084,182334,2897
"11484","North Dakota",38,2020-09-07,762062,13801,156
"11485","Ohio",39,2020-09-07,11689100,131336,4276
"11486","Oklahoma",40,2020-09-07,3956971,64220,853
"11487","Oregon",41,2020-09-07,4217737,28190,482
"11488","Pennsylvania",42,2020-09-07,12801989,144540,7771
"11489","Rhode Island",44,2020-09-07,1059361,22243,1055
"11490","South Carolina",45,2020-09-07,5148714,125607,2907
"11491","South Dakota",46,2020-09-07,884659,15300,173
"11492","Tennessee",47,2020-09-07,6829174,165109,1869
"11493","Texas",48,2020-09-07,28995881,659041,13697
"11494","Utah",49,2020-09-07,3205958,55033,423
"11495","Vermont",50,2020-09-07,623989,1651,58
"11496","Virginia",51,2020-09-07,8535519,127516,2684
